OBJECTID,objectid_1,ia_no,subject_id,incident_type,county_location,occurred_date,type_force_used,subject_resistence,officer_condition_injury,subject_sex,subject_race,disposition,status,subject_injury
582,581,RR-0000453,subject_961706409,Use of Force,AB1,20230301,Physical Force-Restraint,Aggressive Resistance,,Male,White,Within Policy ,Closed,
583,582,RR-0000452,subject_961353976,Use of Force,AC2,20230228,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy ,Closed,
584,583,RR-0000449,subject_961961301,Use of Force,AB3,20230221,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,
585,584,RR-0000448,subject_961449880,Use of Force,AB3,20230215,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy ,Closed,
586,585,RR-0000450,subject_961744101,Use of Force,AC1,20230215,Physical Force-Restraint,Assaultive Resistance,,Female,White,Within Policy ,Closed,
587,586,RR-0000445,subject_961971793,Use of Force,AC1,20230215,Physical Force-Restraint,Assaultive Resistance,,Female,White,,,
588,587,RR-0000444,subject_961709071,Use of Force,AC1,20230214,Physical Force-Restraint,Aggressive Resistance,,Male,Black,Within Policy,Closed,
589,588,RR-0000447,subject_961426064,Use of Force,AC1,20230211,Physical Force-Restraint,Aggressive Resistance,,Male,Black,Within Policy,Closed,
590,589,RR-0000443,subject_961414495,Use of Force,AC1,20230211,Physical Force-Restraint,Aggressive Resistance,,Male,Black,,,
591,590,RR-0000441,subject_961103957,Use of Force,AA2,20230210,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy,Closed,
592,591,RR-0000442,subject_961244418,Use of Force,AC3,20230210,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy,Closed,
593,592,RR-0000440,subject_961853229,Use of Force,AD1,20230209,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
594,593,RR-0000439,subject_961775083,Use of Force,AA2,20230209,Physical Force-Restraint,Active Resistance,,Male,American Indian,Within Policy,Closed,
595,594,RR-0000438,subject_961594984,Use of Force,AB3,20230208,Physical Force-Restraint,Aggressive Resistance,,Male,White,Within Policy,Closed,Subject Injured-Treated at Hospital
596,595,RR-0000436,subject_961146179,Use of Force,AA4,20230208,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy,Closed,Subject Injured
597,596,RR-0000434,subject_961435361,Use of Force,AC1,20230203,Physical Force-Restraint,Passive Resistance,,Female,White,Within Policy,Closed,
598,597,RR-0000433,subject_961321266,Use of Force,AD1,20230203,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy,Closed,Subject Injured-Treated at Hospital
599,598,RR-0000430,subject_961541656,Use of Force,AD3,20230201,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
600,599,RR-0000428,subject_961805704,Use of Force,AD1,20230131,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,Subject Injured
601,600,RR-0000429,subject_961932618,Use of Force,AD1,20230131,Physical Force-Restraint,Other,,Male,Black,,,
602,601,RR-0000426,subject_961826126,Use of Force,AD3,20230129,Physical Force-Restraint,Aggressive Resistance,,Female,White,Within Policy,Closed,
603,602,RR-0000425,subject_961666021,Use of Force,AA4,20230128,Taser Deployment,Active Resistance,,Male,Black,Within Policy,Closed,Subject Injured
604,603,RR-0000422,subject_961213496,Use of Force,AC1,20230127,Physical Force-Restraint,Aggressive Resistance,Officer Injured,Female,White,Within Policy,Closed,
605,604,RR-0000423,subject_961315224,Use of Force,AA1,20230127,Physical Force-Restraint,Active Resistance,,Female,Black,Within Policy,Closed,
606,605,RR-0000421,subject_961382640,Use of Force,AA3,20230125,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy,Closed,
607,606,RR-0000420,subject_961282662,Use of Force,AB4,20230125,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy,Closed,
608,607,RR-0000414,subject_961682594,Use of Force,AC1,20230120,Other,Other,,Male,White,Within Policy,Closed,
609,608,RR-0000413,subject_961530432,Use of Force,AD2,20230120,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy,Closed,Subject Injured-Treated at Hospital
610,609,RR-0000415,subject_961820262,Use of Force,AB3,20230119,Physical Force-Restraint,Other,,Male,White,,,
611,610,RR-0000412,subject_961353852,Use of Force,AA3,20230119,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
612,611,RR-0000418,subject_961709148,Use of Force,AB2,20230118,Physical Force-Restraint,Active Resistance,,Female,Black,Within Policy,Closed,
613,612,RR-0000411,subject_9619297,Use of Force,AC1,20230118,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,Subject Injured-Treated at Hospital
614,613,RR-0000409,subject_96184106,Use of Force,AB4,20230116,Taser Deployment,Aggressive Resistance,,Male,White,Within Policy,Closed,
615,614,RR-0000410,subject_961179994,Use of Force,AB3,20230116,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
616,615,RR-0000406,subject_96178623,Use of Force,AB3,20230111,Physical Force-Restraint,Aggressive Resistance,,Male,White,Within Policy,Closed,
617,616,RR-0000405,subject_961843952,Use of Force,AD4,20230110,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
618,617,RR-0000403,subject_961123035,Use of Force,AA1,20230107,Physical Force-Restraint,Assaultive Resistance,,Male,White,Within Policy,Closed,Subject Injured-Treated at Hospital
619,618,RR-0000402,subject_96189106,Use of Force,AB1,20230106,Physical Force-Restraint,Passive Resistance,,Male,Black,Within Policy,Closed,
620,619,RR-0000399,subject_961865377,Use of Force,AB2,20230102,Physical Force-Restraint,Passive Resistance,,Male,Black,Within Policy,Closed,
621,620,RR-0000479,subject_961209937,Use of Force,AD2,20230401,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy,Closed,
622,621,RR-0000481,subject_961913454,Use of Force,AC3,20230404,Physical Force-Restraint,Aggressive Resistance,,Male,White,Within Policy,Closed,Subject Injured
623,622,RR-0000482,subject_961779562,Use of Force,AB1,20230407,Physical Force-Restraint,Aggressive Resistance,,Male,Black,Within Policy,Closed,
624,623,RR-0000483,subject_961948222,Use of Force,AB1,20230408,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy,Closed,
625,624,RR-0000484,subject_961738723,Use of Force,AB1,20230415,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy,Closed,
626,625,RR-0000485,subject_961751254,Use of Force,AD1,20230416,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
627,626,RR-0000486,subject_961804299,Use of Force,AB1,20230416,Physical Force-Restraint,Passive Resistance,,Male,Black,Within Policy,Closed,
628,627,RR-0000487,subject_961835940,Use of Force,AD3,20230416,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy,Closed,
629,628,RR-0000488,subject_961988860,Use of Force,AA2,20230417,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy,Closed,
630,629,RR-0000489,subject_961123353,Use of Force,AB4,20230417,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
631,630,RR-0000490,subject_961449054,Use of Force,AD2,20230418,Physical Force-Restraint,Assaultive Resistance,,Unknown,White,Within Policy,Closed,
632,631,RR-0000491,subject_961001386,Use of Force,AD1,20230420,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy,Closed,
633,632,RR-0000492,subject_961067156,Use of Force,AB4,20230420,Physical Force-Restraint,Aggressive Resistance,Officer Injured,Male,Black,Within Policy,Closed,Subject Injured-Treated at Hospital
634,633,RR-0000494,subject_961046888,Use of Force,AD1,20230425,Physical Force-Restraint,Passive Resistance,,Male,Black,Pending,Pending,
635,634,RR-0000495,subject_961770567,Use of Force,AA4,20230427,Taser Deployment,Aggressive Resistance,Officer Injured,Male,Black,Within Policy,Closed,Subject Injured-Treated at Hospital
636,635,RR-0000496,subject_961099961,Use of Force,AD2,20230428,Physical Force-Restraint,Active Resistance,,Female,White,,,
637,636,RR-0000497,subject_961270100,Use of Force,AA4,20230430,Physical Force-Restraint,Aggressive Resistance,,Female,Black,Within Policy,Closed,Subject Injured-Treated at Hospital
638,637,RR-0000499,subject_961945999,Use of Force,AC1,20230502,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy,Closed,
639,638,RR-0000500,subject_961010690,Use of Force,AC1,20230505,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy,Closed,
640,639,RR-0000501,subject_961187114,Use of Force,AD2,20230506,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
641,640,RR-0000502,subject_961224139,Use of Force,AB1,20230506,Taser Deployment,Passive Resistance,,Male,White,,,
642,641,RR-0000503,subject_961224969,Use of Force,AD1,20230507,Physical Force-Restraint,Passive Resistance,,Male,White,,,Subject Injured
643,642,RR-0000504,subject_961261744,Use of Force,AB3,20230507,Physical Force-Restraint,Aggressive Resistance,,Male,White,Within Policy,Closed,
644,643,RR-0000505,subject_961308876,Use of Force,AB1,20230507,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy,Closed,
645,644,RR-0000503,subject_961324969,Use of Force,AD1,20230507,Physical Force-Restraint,Passive Resistance,,Female,White,,,
646,645,RR-0000506,subject_961676725,Use of Force,AC1,20230509,Physical Force-Restraint,Aggressive Resistance,,Male,Black,Within Policy,Closed,
647,646,RR-0000507,subject_961680459,Use of Force,AA2,20230509,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
648,647,RR-0000518,subject_961099412,Use of Force,AD1,20230509,Physical Force-Restraint,Active Resistance,,Male,White,,,
649,648,RR-0000508,subject_961251873,Use of Force,AC1,20230510,Physical Force-Restraint,Aggressive Resistance,,Male,White,Within Policy,Closed,
650,649,RR-0000510,subject_961554773,Use of Force,AA2,20230510,Physical Force-Restraint,Passive Resistance,,Unknown,White,Pending ,Pending,Subject Injured-Treated at Hospital
651,650,RR-0000509,subject_961506209,Use of Force,AD1,20230511,Physical Force-Restraint,Assaultive Resistance,,Female,Black,Within Policy,Closed,
652,651,RR-0000511,subject_961956810,Use of Force,AB3,20230513,Taser Deployment,Active Resistance,,Male,Black,Within Policy,Closed,
653,652,RR-0000512,subject_961977094,Use of Force,AD1,20230513,Physical Force-Restraint,Aggressive Resistance,,Male,Black,Within Policy,Closed,
654,653,RR-0000513,subject_961986733,Use of Force,AA2,20230514,Physical Force,Aggressive Resistance,Officer Injured,Male,White,,,Subject Injured
655,654,RR-0000514,subject_961029663,Use of Force,AB3,20230514,Physical Force-Restraint,Passive Resistance,,Female,White,Within Policy,Closed,
656,655,RR-0000520,subject_961278255,Use of Force,AA2,20230514,Physical Force,Aggressive Resistance,Officer Injured,Male,White,,,Subject Injured
657,656,RR-0000516,subject_961646379,Use of Force,AB4,20230516,Physical Force-Restraint,Aggressive Resistance,,Female,White,Within Policy,Closed,
658,657,RR-0000519,subject_961258691,Use of Force,AD1,20230518,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy,Closed,
659,658,RR-0000521,subject_961629959,Use of Force,AC1,20230520,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy,Closed,
660,659,RR-0000522,subject_961641100,Use of Force,AC1,20230521,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
661,660,RR-0000524,subject_961004310,Use of Force,AA4,20230522,Physical Force-Restraint,Aggressive Resistance,,Female,Black,Within Policy,Closed,
662,661,RR-0000525,subject_961849449,Use of Force,AD2,20230525,Physical Force-Restraint,Aggressive Resistance,Officer Injured,Male,White,Pending,Pending,Subject Injured
663,662,RR-0000526,subject_961190115,Use of Force,AA4,20230527,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,Subject Injured
664,663,RR-0000527,subject_961237622,Use of Force,AB2,20230528,Physical Force-Restraint,Active Resistance,,Male,White,,,
665,664,RR-0000528,subject_961239177,Use of Force,AB2,20230528,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
666,665,RR-0000529,subject_961323541,Use of Force,AC1,20230528,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
667,666,RR-0000531,subject_961432234,Use of Force,AB3,20230530,Physical Force-Restraint,Active Resistance,,Male,Black,Pending,Pending,Subject Injured-Treated at Hospital
668,667,RR-0000532,subject_961443085,Use of Force,AA4,20230530,Physical Force-Restraint,Active Resistance,Officer Injured,Male,White,Within Policy,Closed,Subject Injured
669,668,RR-0000533,subject_961771452,Use of Force,AA4,20230531,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
670,669,RR-0000534,subject_961865398,Use of Force,AB1,20230531,Physical Force-Restraint,Other,,Male,White,Pending,Pending,Subject Injured-Treated at Hospital
671,670,RR-0000535,subject_961410255,Use of Force,AB1,20230601,Taser Deployment,Active Resistance,,Male,White,Within Policy,Closed,Subject Injured
672,671,RR-0000536,subject_961678893,Use of Force,AA2,20230603,Physical Force-Restraint,Active Resistance,,Female,Black,Pending,Pending,Subject Injured-Treated at Hospital
673,672,RR-0000537,subject_961771254,Use of Force,AC1,20230603,Physical Force-Restraint,Assaultive Resistance,,Female,White,Pending,Pending,
674,673,RR-0000539,subject_961980993,Use of Force,AA4,20230605,Physical Force-Restraint,Other,,Male,White,,,
675,674,RR-0000540,subject_961173250,Use of Force,AC3,20230605,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy,Closed,
676,675,RR-0000542,subject_961770204,Use of Force,AB4,20230607,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,Subject Injured
677,676,RR-0000543,subject_961415060,Use of Force,AC1,20230610,Other,Other,,Unknown,Unknown,,,
678,677,RR-0000544,subject_961423366,Use of Force,AC1,20230610,Physical Force-Restraint,Aggressive Resistance,,Female,Black,Pending,Pending,Subject Injured-Treated at Hospital
679,678,RR-0000545,subject_961782323,Use of Force,AB3,20230616,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy,Closed,
680,679,RR-0000546,subject_961011565,Use of Force,AB3,20230616,Taser Deployment,Active Resistance,,Male,White,Pending,Pending,Subject Injured
681,680,RR-0000549,subject_961167666,Use of Force,AC1,20230616,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,Subject Injured-Treated at Hospital
682,681,RR-0000547,subject_961088253,Use of Force,AC1,20230617,Physical Force-Restraint,Other,,Male,Black,Within Policy,Closed,
683,682,RR-0000547,subject_961388253,Use of Force,AC1,20230617,Physical Force-Restraint,Other,,Male,Black,Within Policy,Closed,
684,683,RR-0000548,subject_961115646,Use of Force,AB1,20230618,Physical Force-Restraint,Assaultive Resistance,,Female,White,Pending,Pending,
685,684,RR-0000550,subject_961277026,Use of Force,AC1,20230619,Physical Force-Restraint,Passive Resistance,,Male,White,Pending,Pending,
686,685,RR-0000551,subject_961329216,Use of Force,AB3,20230619,Taser Deployment,Aggressive Resistance,,Male,White,Pending,Pending,Subject Injured
687,686,RR-0000552,subject_961478417,Use of Force,AC1,20230620,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy,Closed,
688,687,RR-0000553,subject_961986494,Use of Force,AB4,20230622,Physical Force-Restraint,Assaultive Resistance,,Female,White,Within Policy,Closed,
689,688,RR-0000554,subject_961994080,Use of Force,AB1,20230622,Physical Force-Restraint,Passive Resistance,,Male,Black,,,
690,689,RR-0000555,subject_961000091,Use of Force,AB1,20230622,Physical Force-Restraint,Passive Resistance,,Male,Black,Pending,Pending,
691,690,RR-0000558,subject_961546698,Use of Force,AB3,20230624,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy,Closed,
692,691,RR-0000559,subject_961634592,Use of Force,AC1,20230625,Physical Force-Restraint,Aggressive Resistance,,Female,Black,Pending,Pending,
693,692,RR-0000560,subject_961924418,Use of Force,AB1,20230626,Physical Force-Restraint,Aggressive Resistance,,Male,Black,Pending,Pending,
694,693,RR-0000561,subject_961103916,Use of Force,AB1,20230627,Physical Force-Restraint,Passive Resistance,,Male,White,Pending,Pending,
695,694,RR-0000565,subject_961883911,Use of Force,AC1,20230627,Physical Force-Restraint,Aggressive Resistance,,Male,Black,Pending,Pending,
696,695,RR-0000563,subject_961654621,Use of Force,AB1,20230629,Physical Force-Restraint,Active Resistance,,Male,White,Pending,Pending,Subject Injured-Treated at Hospital
697,696,RR-0000564,subject_961871275,Use of Force,AB3,20230629,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy,Closed,
