Incident Number,Date,Hour,Location (Zipcode),Initial Service Type,Incident Type,Force Type,Citizen Arrested,Citizen Sent to Hospital,Citizen Injured,Citizen Death,Citizen Injury Types,Officer Sent to Hospital,Officer Injured,Allegations and Findings,Citizen Demographics,Officer Demographics
30386,09/27/2021,14,23502,Assault/Disorderly Subj,Use of force,OC Spray,Yes,No,No,No,,No,No,,"(Black, Male, 29)","(Black, Male, 46, 24)"
30392,09/29/2021,3,23513,Psychiatric,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(White, Male, 34)","(Black, Female, 54, 13); (Black, Male, 55, 24)"
30394,09/28/2021,16,23504,,Citizen Complaint,,No,No,No,No,,No,No,"(Fail to Provide Police Services, Exonerated)",,"(Black, Male, 31, 3)"
30400,09/29/2021,21,23513,Person w/ Weapon,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 31)","(White, Male, 25, 2); (White, Male, 27, 3)"
30403,09/30/2021,16,23509,Assault/Disorderly Subj,Use of force,Hard Hand Control Tact.,Yes,No,No,No,,No,Yes,,"(Black, Female, 29)","(White, Female, 25, 1)"
30416,09/12/2021,20,23502,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Standard Operating Procedures Manual, Unsubstantiated)",,"(Black, Female, 61, 5)"
30421,10/04/2021,23,23502,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 47); (Black, Female, 28)","(White, Female, 36, 2); (Black, Male, 26, 2)"
30435,10/07/2021,20,23505,Domestic Disturbance,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(White, Male, 37)","(White, Male, 31, 8); (White, Female, 23, 1)"
30438,10/08/2021,1,23508,Person w/ Weapon,Use of force,"Empty/Soft Hand Control, TARP",Yes,No,Yes,No,Other Injury/Condition,No,Yes,,"(Black, Male, 40)","(White, Male, 26, 3); (White, Male, 25, 0); (White, Male, 39, 8); (White, Male, 40, 10); (Black, Male, 25, 2); (Asian, Male, 25, 3)"
30448,10/10/2021,15,23509,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 22)","(White, Male, 23, 2); (White, Male, 61, 4); (White, Male, 39, 14); (Unknown, Female, 30, 4); (Unknown, Unknown, , 6)"
30449,10/10/2021,4,23508,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,Yes,,"(Black, Female, 20)","(White, Female, 25, 1)"
30450,10/10/2021,20,23523,Officer Initiated Event,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,No,No,,"(Black, Male, 16)","(White, Male, 25, 3); (White, Male, 32, 7); (White, Male, 36, 13)"
30457,09/15/2021,,23510,,Citizen Complaint,,No,No,No,No,,No,No,"(Harassment, Unfounded)",,"(White, Male, 36, 13)"
30460,10/12/2021,23,23503,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Hispanic, Male, 27)","(White, Male, 42, 2); (White, Male, 44, 22); (White, Female, 23, 2)"
30461,10/12/2021,22,23510,Accident Investigation,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,Yes,No,,"(Black, Male, 56)","(White, Male, 34, 13); (Asian, Male, 25, 3)"
30462,10/12/2021,21,23510,Service Call,Use of force,Hard Hand Control Tact.,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 32)","(White, Male, 56, 14); (Black, Male, 46, 11); (, , , )"
30463,10/11/2021,8,23513,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Exonerated); (Fail to Provide Police Services, Substantiated); (Biased Based Policing, Exonerated)",,"(Black, Male, 46, 11); (Black, Male, 25, 2)"
30471,10/08/2021,14,23502,Assault/Disorderly Subj,Use of force,OC Spray,No,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 15); (Hispanic, Male, 15)","(Black, Male, 42, 15)"
30472,07/04/2021,21,23509,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Unsubstantiated); (Fail to Provide Police Services, Substantiated); (Fail to Provide Police Services, Unsubstantiated)",,"(Black, Male, 42, 3); (Black, Male, 31, 3)"
30474,10/15/2021,22,23513,Domestic Disturbance,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Female, 30)","(White, Male, 22, 2); (White, Male, 44, 22); (Black, Male, 28, 1)"
30477,10/14/2021,11,23510,Assault/Disorderly Subj,Use of force,OC Spray,No,No,No,No,,No,No,,"(Black, Male, )","(Black, Female, 47, 20)"
30482,10/16/2021,21,23504,Trespassing,Use of force,Hard Hand Control Tact.,Yes,No,No,No,,No,No,,"(Black, Male, 40)","(White, Male, 28, 1); (White, Male, 31, 3); (White, Male, 41, 16); (White, Female, 26, 0); (Unknown, Unknown, , 2)"
30503,10/19/2021,9,23508,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 20)","(White, Male, 33, 2); (White, Male, 34, 9)"
30513,10/22/2021,8,23502,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated)",,"(White, Male, 56, 13)"
30514,10/21/2021,13,23513,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Exonerated)",,"(White, Male, 35, 8); (Black, Male, 33, 1)"
30515,10/20/2021,20,23508,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Substantiated); (Fail to Provide Police Services, Unfounded); (Policy Violation: General Order - Operational, Unfounded)",,"(White, Male, 40, 15); (White, Male, 49, 15)"
30516,10/21/2021,17,23502,,Citizen Complaint,,No,No,No,No,,No,No,"(Fail to Provide Police Services, Exonerated)",,"(Black, Male, 31, 3)"
30520,10/24/2021,1,23502,Service Call,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Hispanic, Male, 40)","(White, Male, 27, 3); (Black, Male, 26, 2)"
30523,10/24/2021,22,23503,Psychiatric,Use of force,"Empty/Soft Hand Control, ECW, Forced Entry",No,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 32)","(White, Male, 33, 2); (White, Male, 26, 2); (White, Male, 24, 0); (White, Male, 33, 9); (White, Female, 31, 2); (Unknown, Male, 42, 11)"
30527,10/24/2021,4,23503,,Citizen Complaint,,No,No,No,No,,No,No,"(Fail to Provide Police Services, Substantiated)",,"(Black, Male, 34, 8)"
30529,10/22/2021,13,23513,Other,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 15)","(White, Male, 49, 25)"
30532,10/25/2021,14,23507,Psychiatric,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",No,No,No,No,,No,No,,"(White, Male, 32)","(White, Male, 27, 3); (Black, Male, 46, 11); (Black, Male, 44, 15)"
30533,10/25/2021,21,23510,Person w/ Weapon,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 35)","(White, Male, 25, 2); (White, Male, 29, 6); (White, Female, 25, 3)"
30541,10/27/2021,12,23517,Psychiatric,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 18)","(White, Male, 24, 2); (White, Male, 36, 7); (White, Male, 27, 5); (Black, Unknown, 32, 0); (Unknown, Male, 31, 1)"
30545,10/27/2021,14,23518,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: General Order - Operational, Unsubstantiated)",,"(White, Male, 27, 3)"
30547,10/27/2021,15,23504,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Male, 31)","(White, Male, 30, 6); (White, Male, 26, 0); (White, Male, 37, 8)"
30551,10/29/2021,0,23518,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 24)","(White, Male, 26, 2); (White, Male, 29, 6)"
30557,10/29/2021,14,23513,Assault/Disorderly Subj,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,No,No,,"(Black, Female, 13)","(White, Male, 35, 8)"
30561,10/29/2021,17,23510,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 36)","(White, Male, 25, 2); (Black, Female, 32, 8); (Black, Male, 30, 3)"
30563,10/31/2021,20,23508,Person w/ Weapon,Use of force,TARP,Yes,No,No,No,,No,No,,"(Black, Female, 31)","(White, Male, 24, 2); (Unknown, Unknown, , ); (Asian, Male, 25, 3)"
30568,11/01/2021,20,23504,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 0)","(White, Male, 77, 4); (White, Female, 23, 0)"
30581,11/03/2021,18,23513,Medical Assistance,Use of force,"Empty/Soft Hand Control, Baton/Impact Weapon",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 34)","(White, Male, 28, 2); (White, Male, 32, 1); (White, Male, 30, 4); (White, Male, 41, 11)"
30588,11/04/2021,21,23504,Officer Initiated Event,Use of force,"Empty/Soft Hand Control, ECW",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 39)","(White, Male, 25, 3); (Black, Male, 27, 4)"
30589,11/05/2021,0,23503,Trespassing,Use of force,"Hard Hand Control Tact., ECW",Yes,No,Yes,No,Other Injury/Condition,Yes,Yes,,"(Black, Male, 24)","(White, Male, 31, 4); (White, Male, 30, 4)"
30591,11/06/2021,3,23502,Prisoner Transport,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,No,Yes,,"(White, Male, 27)","(White, Male, 32, 3); (White, Male, 30, 4); (White, Male, 29, 7); (White, Male, 36, 8); (White, Male, 37, 8); (White, Male, 25, 3); (White, Female, 23, 0); (White, Female, 39, 9)"
30596,11/07/2021,1,23502,Trespassing,Use of force,"Empty/Soft Hand Control, TARP",Yes,No,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 27)","(White, Male, 77, 4); (White, Female, 23, 0); (Black, Male, 24, 3)"
30599,11/06/2021,4,23507,Violent Felony,Use of force,"Empty/Soft Hand Control, TARP",Yes,Yes,No,No,,No,No,,"(White, Male, 27)","(White, Male, 32, 3); (White, Male, 37, 8); (Black, Male, 24, 3); (Asian, Male, 50, 22)"
30610,11/10/2021,9,23517,Search Warrant,Use of force,Hard Hand Control Tact.,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 40)","(White, Male, 34, 9); (White, Male, 39, 16); (Asian, Male, 44, 18)"
30612,11/06/2021,4,23510,Prisoner Transport,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 27)","(White, Male, 32, 3); (White, Male, 37, 8); (Black, Male, 24, 3)"
30616,11/11/2021,22,23508,Accident Investigation,Use of force,Hard Hand Control Tact.,Yes,No,No,No,,No,No,,"(Black, Female, 37)","(White, Male, 23, 2); (Unknown, Female, 30, 4)"
30621,11/12/2021,1,23518,Person w/ Weapon,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 31)","(White, Male, 28, 2); (White, Male, 27, 3)"
30633,11/13/2021,14,23503,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,No,No,,No,No,,"(Black, Male, 32)","(White, Male, 45, 17); (White, Female, 40, 12)"
30634,11/12/2021,17,23502,Psychiatric,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 21)","(White, Male, 25, 2); (White, Female, 26, 0); (Black, Male, 31, 3)"
30655,11/16/2021,18,23517,Other,Use of force,Empty/Soft Hand Control,No,No,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 19)","(White, Male, 23, 2); (White, Male, 33, 6)"
30659,11/17/2021,10,23504,Service Call,Use of force,Hard Hand Control Tact.,No,No,No,No,,No,No,,"(Black, Male, 37)","(White, Male, 25, 2); (White, Male, 40, 2); (Black, Male, 31, 4)"
30660,11/17/2021,18,23510,Violent Felony,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 16)","(White, Male, 24, 2)"
30665,11/18/2021,22,23513,Assault/Disorderly Subj,Use of force,"Empty/Soft Hand Control, OC Spray",Yes,No,Yes,No,Other Injury/Condition,No,Yes,,"(Black, Male, 32); (Black, Female, 30)","(White, Male, 29, 2); (White, Male, 27, 1); (White, Male, 29, 8); (White, Female, 31, 4)"
30666,11/19/2021,3,23513,Officer Initiated Event,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,Yes,No,Other Injury/Condition,No,No,,"(Hispanic, Male, 30)","(White, Male, 35, 8)"
30671,11/18/2021,12,23502,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: General Order - Operational, Unsubstantiated); (Failure to Activate BWC, Substantiated)",,"(White, Male, 36, 11)"
30675,11/19/2021,15,23523,Non-Violent Felony,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 15)","(White, Male, 43, 15)"
30676,11/18/2021,16,23704,Pursuit,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 23)","(White, Male, 25, 3); (White, Male, 32, 8); (White, Male, 30, 8)"
30686,11/22/2021,11,23507,Psychiatric,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",No,No,No,No,,No,No,,"(Black, Male, 19)","(White, Male, 56, 14); (White, Male, 40, 12); (White, Male, 41, 17)"
30704,11/27/2021,2,23503,Pursuit,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(White, Male, 17)","(Black, Male, 22, 2); (Unknown, Male, 23, 2)"
30707,11/27/2021,23,23523,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 17)","(White, Male, 25, 3); (White, Male, 32, 7); (Asian, Male, 36, 11)"
30723,03/06/2021,19,23464,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Exonerated)",,"(White, Male, 53, 17)"
30737,12/03/2021,18,23502,Prisoner Transport,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",No,No,Yes,No,Other Injury/Condition,No,Yes,,"(Black, Male, 34)","(White, Male, 28, 2); (White, Male, 27, 3); (White, Male, 35, 8); (Unknown, Male, 30, 7)"
30739,12/03/2021,22,23517,Assault/Disorderly Subj,Use of force,Hard Hand Control Tact.,Yes,No,No,No,,No,No,,"(Asian, Male, 31)","(White, Female, 25, 1); (Black, Male, 45, 17); (Unknown, Unknown, , 2); (Asian, Male, 43, 17)"
30751,12/04/2021,16,23503,Person w/ Weapon,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,No,No,,"(Black, Male, 27)","(White, Male, 25, 2); (White, Male, 32, 4); (Unknown, Male, 43, 7)"
30757,12/05/2021,17,23503,Assault/Disorderly Subj,Use of force,TARP,Yes,No,No,No,,No,No,,"(White, Female, 43)","(White, Male, 25, 2); (White, Male, 29, 6); (White, Male, 27, 3); (White, Male, 49, 14); (Black, Female, 32, 8)"
30758,12/06/2021,7,23502,Psychiatric,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,Yes,,"(Black, Male, 30)","(White, Female, 36, 2); (Asian, Male, 30, 9)"
30759,11/29/2021,,23504,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated); (Fail to Provide Police Services, Exonerated); (Fail to Provide Police Services, Exonerated)",,"(White, Male, 37, 8); (Unknown, Unknown, , 2)"
30761,12/07/2021,1,23502,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 15)","(White, Female, 26, 0); (White, Female, 25, 1)"
30762,10/28/2021,,,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Substantiated); (Fail to Provide Police Services, Substantiated)",,"(White, Male, 55, 31); (White, Male, 28, 6); (Black, Unknown, 32, 0)"
30765,10/12/2021,,23510,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Exonerated); (Policy Violation: Police Officer's Manual, Exonerated)",,"(White, Female, 37, 3)"
30769,12/08/2021,13,23504,Trespassing,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,Yes,Yes,No,Other Injury/Condition,No,Yes,,"(Black, Male, 24)","(White, Male, 77, 4); (White, Female, 23, 0)"
30783,12/09/2021,13,23508,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 21)","(Black, Female, 29, 2); (Unknown, Male, 31, 1); (Unknown, Unknown, , )"
30787,12/10/2021,2,23502,Trespassing,Use of force,Empty/Soft Hand Control,No,No,Yes,No,Other Injury/Condition,No,No,,"(White, Female, 22)","(White, Male, 28, 4); (White, Male, 33, 5); (White, Female, 36, 2)"
30794,12/10/2021,11,23523,Psychiatric,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 38)","(White, Male, 28, 2); (White, Male, 25, 0); (White, Male, 37, 14)"
30797,12/10/2021,21,23503,Accident Investigation,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 28)","(White, Male, 39, 8); (White, Male, 46, 18); (White, Female, 23, 2)"
30798,10/31/2021,22,23505,Domestic Disturbance,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 32)","(White, Male, 39, 8); (Black, Male, 25, 2)"
30799,12/11/2021,9,23513,Service Call,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Female, 47)","(White, Male, 43, 15); (Black, Male, 34, 1)"
30801,12/11/2021,18,23504,Service Call,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,Yes,,"(Black, Male, 56)","(White, Male, 25, 3); (Unknown, Unknown, , 2); (Asian, Male, 36, 11)"
30816,12/15/2021,20,23508,Officer Initiated Event,Use of force,"Empty/Soft Hand Control, OC Spray",Yes,No,No,No,,No,No,,"(Hispanic, Male, 46)","(White, Male, 41, 10); (Black, Male, 44, 15)"
30824,12/12/2021,11,23510,,Citizen Complaint,,No,No,No,No,,No,No,,,"(White, Male, 27, 1)"
30828,12/18/2021,13,23502,Trespassing,Use of force,"Empty/Soft Hand Control, TARP",Yes,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 31)","(White, Male, 24, 2); (Black, Male, 24, 3)"
30835,11/24/2021,12,23502,Domestic Disturbance,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 57)","(White, Female, 36, 2); (Black, Male, 26, 2); (Unknown, Male, 23, 1)"
30836,12/18/2021,16,23504,Traffic Stop,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 13)","(White, Male, 24, 2); (White, Male, 43, 14)"
30837,12/13/2021,13,23504,Pursuit,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,Yes,Yes,,"(Black, Male, 52)","(White, Male, 33, 6); (White, Female, 30, 0)"
30864,12/22/2021,18,23505,Trespassing,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 38)","(White, Male, 23, 2); (Black, Female, 30, 4)"
30865,12/23/2021,12,23503,Narcotics,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,No,No,,"(White, Male, 33)","(White, Male, 28, 2); (White, Female, 26, 2)"
30868,12/19/2021,1,23510,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(Unknown, Male, 24)","(White, Male, 40, 13); (, Male, , )"
30872,12/24/2021,22,23513,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Female, 26)","(White, Male, 41, 11); (White, Female, 23, 1)"
30874,12/26/2021,20,23504,Pursuit,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,Yes,,"(Black, Male, 15)","(White, Male, 36, 13); (White, Male, 40, 12)"
30917,12/31/2021,21,23504,Pursuit,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 25)","(White, Male, 25, 4)"
30957,01/05/2022,17,23513,Narcotics,Use of force,Hard Hand Control Tact.,Yes,No,No,No,,No,No,,"(White, Male, 30)","(White, Male, 35, 9)"
30988,01/08/2022,19,23518,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(White, Female, 34)","(White, Male, 24, 2); (White, Male, 27, 3)"
30994,07/03/2021,18,23503,,Citizen Complaint,,No,No,No,No,,No,No,"(Civil Rights Violation, Unfounded); (Civil Rights Violation, Unfounded); (Civil Rights Violation, Unfounded)",,"(White, Male, 31, 4); (White, Male, 30, 8); (Black, Male, 45, 21)"
30995,01/10/2022,22,23503,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 47)","(White, Female, 26, 1); (White, Unknown, , 6)"
30998,01/11/2022,22,23504,Traffic Stop,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 37)","(White, Male, 24, 2); (White, Male, 26, 2)"
30999,01/12/2022,1,23505,Psychiatric,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 17)","(White, Male, 23, 2); (White, Male, 36, 7); (White, Male, 39, 14); (White, Unknown, , 6); (Unknown, Unknown, , )"
31012,01/12/2022,8,23504,Non-Violent Felony,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,No,No,,"(Black, Male, 14)","(White, Male, 26, 2); (White, Male, 28, 4)"
31015,01/12/2022,15,23513,Psychiatric,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Female, 37)","(White, Male, 41, 11); (White, Female, 23, 1)"
31024,01/17/2022,9,23503,Officer Initiated Event,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,No,Yes,,"(White, Male, 36)","(White, Male, 35, 13); (Asian, Male, 25, 4)"
31034,12/23/2021,18,23518,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated); (Courtesy, Unfounded); (Policy Violation: Police Officer's Manual, Exonerated); (Policy Violation: Police Officer's Manual, Substantiated); (Biased Based Policing, Unsubstantiated); (Civil Rights Violation, Exonerated); (Biased Based Policing, Unsubstantiated); (Civil Rights Violation, Exonerated)",,"(White, Male, 36, 7); (White, Male, 28, 5); (White, Male, 54, 26)"
31043,11/17/2021,6,23502,,Citizen Complaint,,No,No,No,No,,No,No,"(Fail to Provide Police Services, Unsubstantiated)",,"(Black, Male, 31, 4)"
31064,01/22/2022,12,23513,Officer Initiated Event,Use of force,TARP,Yes,No,No,No,,No,No,,"(White, Female, 61)","(White, Female, 23, 3); (Black, Male, 28, 1)"
31068,07/22/2021,16,,,Citizen Complaint,,No,No,No,No,,No,No,"(Fail to Provide Police Services, Unfounded); (Fail to Provide Police Services, Unfounded); (Fail to Provide Police Services, Unfounded); (Fail to Provide Police Services, Unfounded); (Fail to Provide Police Services, Unfounded); (Fail to Provide Police Services, Unfounded); (Excessive Force, Unfounded); (Excessive Force, Unfounded); (Excessive Force, Unfounded); (Excessive Force, Unfounded)",,"(White, Male, 26, 5); (White, Male, 39, 13); (White, Male, 31, 9); (White, Male, 39, 10); (Unknown, Male, 47, 19); (Asian, Male, 40, 11)"
31115,02/03/2022,11,23513,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 67)","(White, Male, 32, 4); (White, Female, 26, 2); (White, Unknown, , 7)"
31116,02/04/2022,0,23502,Traffic Stop,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,Yes,,"(Black, Male, 25)","(White, Male, 26, 2); (White, Male, 28, 1)"
31117,02/03/2022,15,23523,Psychiatric,Use of force,"Empty/Soft Hand Control, OC Spray",Yes,No,No,No,,No,No,,"(Black, Female, 29)","(Black, Male, 28, 4); (Black, Male, 30, 4)"
31123,02/05/2022,2,23509,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 38)","(White, Male, 41, 11); (White, Male, 46, 19); (White, Female, 23, 1)"
31124,02/05/2022,5,23507,Medical Assistance,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,Yes,,"(Black, Male, 53)","(White, Male, 40, 15); (Asian, Male, 51, 25)"
31127,02/05/2022,17,23502,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,Yes,,"(Black, Male, 25); (Black, Male, 24); (Black, Male, 35); (White, Male, 25)","(White, Male, 27, 1); (White, Male, 45, 15); (Black, Male, 41, 5); (Black, Male, 31, 5)"
31130,02/06/2022,0,23504,Pursuit,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,Yes,,"(Black, Male, 39)","(White, Male, 25, 3); (Black, Male, 27, 4)"
31132,02/06/2022,9,23504,Psychiatric,Use of force,"Empty/Soft Hand Control, TARP",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 17)","(White, Male, 28, 2); (White, Male, 23, 0); (White, Male, 46, 22); (Black, Male, 27, 4); (Black, Male, 31, 5); (Asian, Male, 41, 11)"
31148,02/08/2022,14,23517,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Withdrawn by grievant)",,"(White, Male, 55, 31)"
31160,02/10/2022,12,23509,Service Call,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,Yes,,"(Black, Male, 47)","(White, Male, 28, 4); (White, Male, 36, 9); (Black, Male, 27, 4)"
31162,02/11/2022,10,23502,Person w/ Weapon,Use of force,ECW,No,No,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 29)","(White, Male, 37, 8); (White, Male, 31, 9); (White, Male, 25, 3)"
31164,02/12/2022,1,23518,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 19)","(White, Male, 42, 5); (Asian, Male, 36, 12)"
31179,02/11/2022,22,23510,Person w/ Weapon,Use of force,Firearm Discharge,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 35)","(White, Male, 26, 2); (White, Male, 46, 17); (Black, Male, 22, 0)"
31182,02/14/2022,12,23523,Assault/Disorderly Subj,Use of force,"Empty/Soft Hand Control, ECW",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Female, 15)","(White, Male, 28, 2); (White, Male, 37, 14); (White, Male, 63, 26); (White, Male, 36, 15); (Black, Female, 40, 21); (Asian, Male, 41, 11)"
31186,02/12/2022,,,,Citizen Complaint,,No,No,No,No,,No,No,"(Harassment, Unsubstantiated)",,"(Black, Male, 34, 1)"
31207,02/17/2022,0,23504,Domestic Disturbance,Use of force,Hard Hand Control Tact.,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 21)","(White, Male, 46, 17); (Unknown, Unknown, 27, 4)"
31217,02/17/2022,18,23503,Other,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Female, 27)","(White, Male, 28, 5); (Black, Male, 24, 0)"
