Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Month,Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Year,Record Count,Record Count
Blunt Object,II,Arrest-Felony,Sunday,,,,Kinetic Impact Projectile (KIP),,,,,,,,1200-1759,Assault,STABBING - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,July,,,1064051,North Precinct,5,,15557498,607214,Black,Male,Yes,25,16164712,Aggressive,,,,,,,,Dispatched,,,,2021,1,1
Blunt Object,II,Arrest-Felony,Sunday,,,,Kinetic Impact Projectile (KIP),,,,,,,,1200-1759,Warrant,WARRANT,,,September,,,711211,Central Precinct,4,,548558293,128303,Black,Male,Yes,53,548686596,Aggressive,,,,,,,,Self-Initiated,,,,2021,1,1
Blunt Object,II,Arrest-Felony,Sunday,,,,PFA,CEW,CEW,Resisted HC,CEW,Hobble,,,1200-1759,Burglary,BURGLARY - PRIORITY *H,,,August,,,571001,Central Precinct,3,,218538600,247342,Black,Male,Yes,38,218785942,Aggressive,Aggressive,Aggressive,Active,Aggressive,Active,,,Dispatched,,,,2019,1,1
Blunt Object,II,Arrest-Felony,Sunday,,,,PFA,Takedown (II and III),Resisted HC,,,,,,1200-1759,Burglary,BURGLARY - PRIORITY *H,,,August,,,431191,Central Precinct,2,,218538600,247342,Black,Male,Yes,38,218785942,Aggressive,Active,Active,,,,,,Dispatched,,,,2019,1,1
Blunt Object,II,Arrest-Felony,Sunday,,,,PFA,Takedown (II and III),Resisted HC,,,,,,1200-1759,Burglary,BURGLARY - PRIORITY *H,,,August,,,673111,Central Precinct,2,,218538600,247342,Black,Male,Yes,38,218785942,Aggressive,Active,Active,,,,,,Dispatched,,,,2019,1,1
Blunt Object,II,Arrest-Misdemeanor,Sunday,,,,CEW,,,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,,Yes,October,,,233271,Central Precinct,3,,731558655,454369,White,Male,Yes,45,732013024,Aggressive,,,,,,,,Dispatched,,,,2021,1,1
Blunt Object,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Takedown,CEW,,,,,,1200-1759,Theft,THEFT - PRIORITY,,,November,,,1062150,North Precinct,11,,495519492,3542797,Black,Male,Yes,33,499062289,Active,Active,Active,,,,,,Dispatched,,Yes,,2017,1,1
Blunt Object,II,Arrest-Misdemeanor,Sunday,,,,Resisted HC,,,,,,,,1800-2359,Threat,THREAT - WITH WEAPON *H,,Yes,October,,,905331,Central Precinct,3,,731558655,454369,White,Male,Yes,45,732013024,Active,,,,,,,,Dispatched,,,,2021,1,1
Blunt Object,II,Arrest-Misdemeanor,Sunday,,,,Resisted HC,,,,,,,,1800-2359,Threat,THREAT - WITH WEAPON *H,,Yes,October,,,998341,Central Precinct,3,,731558655,454369,White,Male,Yes,45,732013024,Active,,,,,,,,Dispatched,,,,2021,1,1
Blunt Object,II,Release to Medical,Sunday,,,,CEW,,,,,,,,0000-0559,Behavioral Health,ECIT,,,December,,,340482,NORTH,4,,194579039,755753,White,Male,Yes,34,195334792,Active,,,,,,,,Dispatched,,Yes,,2023,1,1
Blunt Object,II,Release to Medical,Sunday,,,,CEW,CEW,Takedown (II and III),,,,,,1800-2359,Behavioral Health,ECIT,,,April,,,598201,North Precinct,1,,568536883,456481,White,Male,No,34,568993364,Aggressive,Aggressive,Active,,,,,,Dispatched,,Yes,,2019,1,1
Blunt Object,II,Release to Medical,Sunday,,,,Control Against Resistance,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Yes,August,,,690111,East Precinct,4,,297558080,3630158,White,Male,No,15,301188238,Active,Null,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
Blunt Object,II,Release to Medical,Sunday,,,,Takedown (II and III),,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Yes,August,,,997941,East Precinct,4,,297558080,3630158,White,Male,No,15,301188238,Aggressive,Null,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
Blunt Object,II,Release to Medical,Sunday,,,,Takedown (II and III),Resisted HC,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Yes,August,,,216161,East Precinct,4,,297558080,3630158,White,Male,No,15,301188238,Aggressive,Active,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
Blunt Object,II,Release to Medical,Sunday,,,,Takedown (II and III),Resisted HC,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Yes,August,,,125960,East Precinct,11,,297558080,3630158,White,Male,No,15,301188238,Aggressive,Active,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
Blunt Object,II,Release to Medical,Sunday,,,Firearm - Replica,CEW,Control Against Resistance,Resisted HC,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,Yes,April,,,972440,SERT,9,,600526833,626243,White,Male,No,36,601153076,Aggressive,Active,Active,,,,,,Dispatched,,Yes,,2018,1,1
Blunt Object,II,Release to Medical,Sunday,,,Firearm - Replica,Control Against Resistance,,,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,Yes,April,,,348581,SERT,7,,600526833,626243,White,Male,No,36,601153076,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
Blunt Object,II,Release to Medical,Sunday,,,Firearm - Replica,Control Against Resistance,,,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,Yes,April,,,836128,SERT,24,,600526833,626243,White,Male,No,36,601153076,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
Blunt Object,II,Release to Medical,Sunday,,,Firearm - Replica,Control Against Resistance,Control Against Resistance,,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,Yes,April,,,559900,SERT,13,,600526833,626243,White,Male,No,36,601153076,Active,Active,,,,,,,Dispatched,,Yes,,2018,1,1
Blunt Object,II,Release to Medical,Sunday,,,Firearm - Replica,K9,K9,,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,Yes,April,,,757219,SERT,18,,600526833,626243,White,Male,No,36,601153076,Active,Active,,,,,,,Dispatched,,Yes,,2018,1,1
Blunt Object,II,Release to Medical,Sunday,,,Firearm - Replica,Kinetic Impact Projectile (KIP),Kinetic Impact Projectile (KIP),Kinetic Impact Projectile (KIP),Kinetic Impact Projectile (KIP),Kinetic Impact Projectile (KIP),,,,1200-1759,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,Yes,April,,,639010,SERT,13,,600526833,626243,White,Male,No,36,601153076,Active,Active,Active,Active,Active,,,,Dispatched,,Yes,,2018,1,1
Blunt Object,II,Release to Medical,Sunday,,,Firearm - Replica,PFA,,,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,Yes,April,,,698511,East Precinct,8,,600526833,626243,White,Male,No,36,601153076,Active,,,,,,,,Dispatched,Yes,Yes,,2018,1,1
Blunt Object,II,Release to Medical,Sunday,,,Firearm - Replica,PFA,,,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,Yes,April,,,934639,East Precinct,21,,600526833,626243,White,Male,No,36,601153076,Active,,,,,,,,Dispatched,Yes,Yes,,2018,1,1
Blunt Object,II,Release to Medical,Sunday,,,Firearm - Replica,PFA,Control Against Resistance,,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,Yes,April,,,198958,SERT,27,,600526833,626243,White,Male,No,36,601153076,Active,Active,,,,,,,Dispatched,,Yes,,2018,1,1
Blunt Object,II,Release to Medical,Sunday,,,Firearm - Replica,PFA,PFA,PFA,PFA,PFA,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,Yes,April,,,637409,SERT,14,,600526833,626243,White,Male,No,36,601153076,Active,Active,Active,Active,Active,,,,Dispatched,,Yes,,2018,1,1
Blunt Object,II,Release to Medical,Sunday,,,Firearm - Replica,PFA,PFA,PFA,PFA,PFA,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,Yes,April,,,349979,SERT,20,,600526833,626243,White,Male,No,36,601153076,Active,Active,Active,Active,Active,,,,Dispatched,,Yes,,2018,1,1
Blunt Object,II,Release to Medical,Sunday,,,Firearm - Replica,Strikes/kicks,,,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,Yes,April,,,711709,SERT,20,,600526833,626243,White,Male,No,36,601153076,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
Blunt Object,II,Arrest-Felony,Monday,,,,CEW,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,November,,,915631,East Precinct,10,,119558879,605646,Black,Female,No,29,120164525,Aggressive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
Blunt Object,II,Arrest-Felony,Monday,,,,Resisted HC,Strikes/kicks,Strikes/kicks,Takedown (II and III),Resisted HC,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,November,,,572201,East Precinct,4,,49558948,4234259,White,Male,No,32,53793207,Active,Aggressive,Aggressive,Aggressive,Active,,,,Dispatched,,Yes,,2021,1,1
Blunt Object,II,Arrest-Felony,Monday,,,,Resisted HC,Takedown (II and III),Resisted HC,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,November,,,937241,East Precinct,4,,49558948,4234259,White,Male,No,32,53793207,Active,Aggressive,Active,,,,,,Dispatched,,Yes,,2021,1,1
Blunt Object,II,Arrest-Misdemeanor,Monday,,,,PFA,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,January,,,756219,East Precinct,18,,829525846,613809,Black,Male,No,26,830139655,Aggressive,,,,,,,,Dispatched,,,,2018,1,1
Blunt Object,II,Arrest-Warrant,Monday,,,,CEW,,,,,,,,1200-1759,Behavioral Health,ECIT,,,July,,,940541,Central Precinct,10,,23548018,128303,Black,Male,Yes,51,23676321,Aggressive,,,,,,,,Dispatched,,,,2020,1,1
Blunt Object,II,Arrest-Warrant,Monday,,,,CEW,,,,,,,,1200-1759,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,May,Needle / Spit / Bodily Fluids,,217161,East Precinct,5,,962567117,4135623,White,Male,Yes,27,966702740,Aggressive,,,,,,,,Dispatched,,Yes,,2022,1,1
Blunt Object,II,Arrest-Warrant,Monday,,,,Kinetic Impact Projectile (KIP),,,,,,,,1200-1759,Behavioral Health,ECIT,,,July,,,571001,,4,,23548018,128303,Black,Male,Yes,51,23676321,Aggressive,,,,,,,,Dispatched,,,,2020,1,1
Blunt Object,II,Release to Medical,Monday,,,,Control Against Resistance,,,,,,,,1200-1759,Assault,ASSAULT - PRIORITY,,Yes,May,,,558100,NORTH,18,,870586796,1838540,Black,Male,No,13,872425336,Active,,,,,,,,Dispatched,,,,2024,1,1
Blunt Object,II,Release to Medical,Monday,,,,Takedown (IV),,,,,,,,1200-1759,Assault,ASSAULT - PRIORITY,,Yes,May,,,554100,NORTH,18,,870586796,1838540,Black,Male,No,13,872425336,Active,,,,,,,,Dispatched,,,,2024,1,1
Blunt Object,II,Arrest-Felony,Tuesday,,,,CEW,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,April,,,571001,Central Precinct,6,,459566782,591489,White,Male,No,27,460158271,Aggressive,,,,,,,,Dispatched,,,,2022,1,1
Blunt Object,II,Arrest-Felony,Tuesday,,,,CEW,,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,April,,,284070,North Precinct,14,,991566587,4256309,White,Male,No,37,995822896,Aggressive,,,,,,,,Dispatched,,Yes,,2022,1,1
Blunt Object,II,Arrest-Felony,Tuesday,,,,CEW,CEW,,,,,,,1800-2359,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,January,,,351581,North Precinct,11,,553565843,4167935,White,Female,No,38,557733778,Aggressive,Aggressive,Null,Null,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2022,1,1
Blunt Object,II,Arrest-Felony,Tuesday,,,,CEW,CEW,CEW,,,,,,1200-1759,Behavioral Health,ECIT,,,March,,,176260,,13,,791546655,370228,Black,Male,Yes,42,791916883,Aggressive,Aggressive,Aggressive,,,,,,Dispatched,,Yes,,2020,1,1
Blunt Object,II,Arrest-Felony,Tuesday,,,,CEW,CEW,CEW,,,,,,1800-2359,Behavioral Health,ECIT,,Yes,July,,,476889,North Precinct,22,,457548032,587293,Black,Male,No,32,458135325,Aggressive,Aggressive,Aggressive,,,,,,Dispatched,,,,2020,1,1
Blunt Object,II,Arrest-Felony,Tuesday,,,,CEW,CEW,CEW,CEW,,,,,1800-2359,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,January,,,967940,North Precinct,13,,553565843,4167935,White,Female,No,38,557733778,Aggressive,Aggressive,Aggressive,Aggressive,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2022,1,1
Blunt Object,II,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,0000-0559,Assist,FIRE RELATED,,,September,,,1084151,Central Precinct,0,,610518683,156127,White,Male,Yes,58,610674810,Active,,,,,,,,Dispatched,,Yes,,2017,1,1
Blunt Object,II,Arrest-Felony,Tuesday,,,,Kinetic Impact Projectile (KIP),,,,,,,,1200-1759,Behavioral Health,ECIT,,,March,,,504690,Central Precinct,14,,791546655,370228,Black,Male,Yes,42,791916883,Aggressive,,,,,,,,Dispatched,,Yes,,2020,1,1
Blunt Object,II,Arrest-Felony,Tuesday,,,,Kinetic Impact Projectile (KIP),,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,April,,,996539,North Precinct,23,,991566587,4256309,White,Male,No,37,995822896,Aggressive,,,,,,,,Dispatched,,Yes,,2022,1,1
Blunt Object,II,Arrest-Felony,Tuesday,,,,Kinetic Impact Projectile (KIP),Kinetic Impact Projectile (KIP),Kinetic Impact Projectile (KIP),,,,,,0000-0559,Assist,FIRE RELATED,,,September,,,562900,Central Precinct,13,,610518683,156127,White,Male,Yes,58,610674810,Aggressive,Aggressive,Aggressive,,,,,,Dispatched,,Yes,,2017,1,1
Blunt Object,II,Arrest-Felony,Tuesday,,,,Takedown,Strikes/kicks,,,,,,,0000-0559,Assist,FIRE RELATED,,,September,,,1056551,Central Precinct,2,,610518683,156127,White,Male,Yes,58,610674810,Active,Active,,,,,,,Dispatched,,Yes,,2017,1,1
Blunt Object,II,Arrest-Felony,Tuesday,,,,Takedown,Strikes/kicks,Control Against Resistance,,,,,,0000-0559,Assist,FIRE RELATED,,,September,,,236671,Central Precinct,5,,610518683,156127,White,Male,Yes,58,610674810,Active,Active,Active,,,,,,Dispatched,,Yes,,2017,1,1
Blunt Object,II,Arrest-Misdemeanor,Tuesday,,,,CEW,Strikes/kicks,Control Against Resistance,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,June,,,985038,East Precinct,28,,788557155,410796,White,Male,Yes,40,788967951,Aggressive,Aggressive,Aggressive,,,,,,Dispatched,,,,2021,1,1
Blunt Object,II,Arrest-Misdemeanor,Tuesday,,,,CEW,Strikes/kicks,Strikes/kicks,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,June,,,687009,East Precinct,16,,788557155,410796,White,Male,Yes,40,788967951,Aggressive,Aggressive,Aggressive,,,,,,Dispatched,,,,2021,1,1
Blunt Object,II,Arrest-Misdemeanor,Tuesday,,,,Resisted HC,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,June,,,232271,East Precinct,3,,788557155,410796,White,Male,Yes,40,788967951,Active,Null,Null,,,,,,Dispatched,,,,2021,1,1
Blunt Object,II,Arrest-Misdemeanor,Tuesday,,,,Resisted HC,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,June,,,552501,East Precinct,12,,788557155,410796,White,Male,Yes,40,788967951,Active,Null,Null,,,,,,Dispatched,,,,2021,1,1
Blunt Object,II,Arrest-Warrant,Tuesday,,,,Takedown (II and III),Resisted HC,,,,,,,0600-1159,Other,DETAIL,Knife / Edged Weapon / Stabbing Instrument,Yes,May,,,775220,Transit (PPB Only),11,,848527216,636997,White,Male,Yes,46,849164213,Aggressive,Active,,,,,,,Self-Initiated,,,,2018,1,1
Blunt Object,II,Release to Medical,Tuesday,,,,CEW,,,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,,Yes,October,,,298268,East Precinct,23,,207529309,277797,White,Male,No,52,207807106,Aggressive,,,,,,,,Dispatched,,Yes,,2018,1,1
Blunt Object,II,Release to Medical,Tuesday,,,,CEW,Control Against Resistance,,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,,Yes,October,,,276171,Traffic,1,,207529309,277797,White,Male,No,52,207807106,Aggressive,Active,,,,,,,Dispatched,,Yes,,2018,1,1
Blunt Object,II,Release to Medical,Tuesday,,,,Control Against Resistance,,,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,,Yes,October,,,574201,North Precinct,1,,207529309,277797,White,Male,No,52,207807106,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
Blunt Object,II,Release to Medical,Tuesday,,,,Kinetic Impact Projectile (KIP),,,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,,Yes,October,,,561900,East Precinct,14,,207529309,277797,White,Male,No,52,207807106,Aggressive,,,,,,,,Dispatched,,Yes,,2018,1,1
Blunt Object,II,Release to Medical,Tuesday,,,,Kinetic Impact Projectile (KIP),,,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,,Yes,October,,,990539,East Precinct,16,,207529309,277797,White,Male,No,52,207807106,Aggressive,,,,,,,,Dispatched,,Yes,,2018,1,1
Blunt Object,II,Release to Medical,Tuesday,,,,Kinetic Impact Projectile (KIP),,,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,,Yes,October,,,977138,East Precinct,26,,207529309,277797,White,Male,No,52,207807106,Aggressive,,,,,,,,Dispatched,,Yes,,2018,1,1
Blunt Object,II,Release to Medical,Tuesday,,,,Takedown (II and III),Control Against Resistance,,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,,Yes,October,,,371581,East Precinct,7,,207529309,277797,White,Male,No,52,207807106,Active,Active,,,,,,,Dispatched,,Yes,,2018,1,1
Blunt Object,II,Arrest-Felony,Wednesday,,,,CEW,,,,,,,,0600-1159,Assault,ASSAULT - PRIORITY,,,July,,,262169,East Precinct,22,,311557600,521582,Black,Male,Yes,25,312079182,Active,,,,,,,,Dispatched,,,,2021,1,1
Blunt Object,II,Arrest-Felony,Wednesday,,,,CEW,,Control Against Resistance,Resisted HC,,,,,0000-0559,TriMet,TRIMET INCIDENT - PRIORITY,,,May,,,750421,EAST,4,,222576960,443580,Black,Male,Yes,35,223020540,Active,Active,Active,,,,,,Dispatched,,,,2023,1,1
Blunt Object,II,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,0600-1159,Assault,ASSAULT - PRIORITY,,,July,,,554499,East Precinct,26,,311557600,521582,Black,Male,Yes,25,312079182,Aggressive,,,,,,,,Dispatched,,,,2021,1,1
Blunt Object,II,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,1200-1759,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",Knife / Edged Weapon / Stabbing Instrument,Yes,March,,,639010,Detectives,13,,878536566,367306,White,Male,Yes,42,878903872,Aggressive,,,,,,,,Dispatched,,,,2019,1,1
Blunt Object,II,Arrest-Felony,Wednesday,,,,K9,,,,,,,,1200-1759,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",Knife / Edged Weapon / Stabbing Instrument,Yes,March,,,232269,TOD,15,,878536566,367306,White,Male,Yes,42,878903872,Aggressive,,,,,,,,Dispatched,,,,2019,1,1
Blunt Object,II,Arrest-Felony,Wednesday,,,,Resisted HC,,,Control Against Resistance,,,,,0000-0559,TriMet,TRIMET INCIDENT - PRIORITY,,,May,,,134662,CENTRAL,1,,222576960,443580,Black,Male,Yes,35,223020540,Active,Active,,,,,,,Dispatched,,,,2023,1,1
Blunt Object,II,Arrest-Felony,Wednesday,,,,Resisted HC,,,Control Against Resistance,,,,,0000-0559,TriMet,TRIMET INCIDENT - PRIORITY,,,May,,,1087651,EAST,12,,222576960,443580,Black,Male,Yes,35,223020540,Active,Active,,,,,,,Dispatched,,,,2023,1,1
Blunt Object,II,Arrest-Misdemeanor,Wednesday,,,,CEW,Takedown (II and III),Control Against Resistance,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,September,,,779121,Central Precinct,1,,698538734,128303,Black,Male,Yes,51,698667037,Aggressive,Active,Active,,,,,,Dispatched,,Yes,,2019,1,1
Blunt Object,II,Arrest-Misdemeanor,Wednesday,,,,Control Against Resistance,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,September,,,156259,Central Precinct,19,,698538734,128303,Black,Male,Yes,51,698667037,Active,,,,,,,,Dispatched,,Yes,,2019,1,1
Blunt Object,II,Arrest-Misdemeanor,Wednesday,,,,K9,K9,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,September,,,757219,K9,20,,698538734,128303,Black,Male,Yes,51,698667037,Aggressive,Aggressive,,,,,,,Dispatched,,,,2019,1,1
Blunt Object,II,Arrest-Misdemeanor,Wednesday,,,,Kinetic Impact Projectile (KIP),,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,September,,,591801,Central Precinct,5,,698538734,128303,Black,Male,Yes,51,698667037,Aggressive,,,,,,,,Dispatched,,Yes,,2019,1,1
Blunt Object,II,Arrest-Misdemeanor,Wednesday,,,,PFA,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,September,,,859631,Central Precinct,8,,698538734,128303,Black,Male,Yes,51,698667037,Aggressive,,,,,,,,Dispatched,,Yes,,2019,1,1
Blunt Object,II,Arrest-Misdemeanor,Wednesday,,,,Resisted HC,Control Against Resistance,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,September,,,495291,Central Precinct,1,,698538734,128303,Black,Male,Yes,51,698667037,Active,Active,,,,,,,Dispatched,,Yes,,2019,1,1
Blunt Object,II,Arrest-Misdemeanor,Wednesday,,,,Resisted HC,Control Against Resistance,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,September,,,947440,Central Precinct,11,,698538734,128303,Black,Male,Yes,51,698667037,Active,Active,,,,,,,Dispatched,,Yes,,2019,1,1
Blunt Object,II,Arrest-Misdemeanor,Wednesday,,,,Takedown (II and III),Resisted HC,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,September,,,233271,Central Precinct,1,,698538734,128303,Black,Male,Yes,51,698667037,Active,Active,,,,,,,Dispatched,,Yes,,2019,1,1
Blunt Object,II,Arrest-Misdemeanor,Wednesday,,,,Takedown (II and III),Resisted HC,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,September,,,668208,Central Precinct,26,,698538734,128303,Black,Male,Yes,51,698667037,Active,Active,,,,,,,Dispatched,,Yes,,2019,1,1
Blunt Object,II,Arrest-Warrant,Wednesday,,,,CEW,,,,,,,,0600-1159,Behavioral Health,ECIT,,,September,,,275971,East Precinct,1,,258528880,363906,White,Male,Yes,42,258892786,Aggressive,,,,,,,,Dispatched,,Yes,,2018,1,1
Blunt Object,II,Arrest-Warrant,Wednesday,,,,CEW,,,,,,,,0600-1159,Behavioral Health,ECIT,,,September,,,1005939,East Precinct,20,,258528880,363906,White,Male,Yes,42,258892786,Aggressive,,,,,,,,Dispatched,,Yes,,2018,1,1
Blunt Object,II,Arrest-Warrant,Wednesday,,,,CEW,,CEW,CEW,,,,,1800-2359,Warrant,WARRANT,,,May,,,949741,NORTH,11,Dog,749586755,585190,Native American,Female,Yes,55,750171945,Active,Active,Active,,,,,,Dispatched,,,,2024,1,1
Blunt Object,II,Arrest-Warrant,Wednesday,,,,Kinetic Impact Projectile (KIP),,,,,,,,0600-1159,Behavioral Health,ECIT,,,September,,,1064150,East Precinct,12,,258528880,363906,White,Male,Yes,42,258892786,Aggressive,,,,,,,,Dispatched,,Yes,,2018,1,1
Blunt Object,II,Arrest-Warrant,Wednesday,,,,Takedown (II and III),Resisted HC,,,,,,,0600-1159,Other,DETAIL,Knife / Edged Weapon / Stabbing Instrument,Yes,May,,,748120,Transit (PPB Only),12,,848527216,636997,White,Male,Yes,46,849164213,Aggressive,Active,,,,,,,Self-Initiated,,,,2018,1,1
Blunt Object,II,Release to Medical,Wednesday,,,,CEW,,,,,,,,0600-1159,Behavioral Health,ECIT,,Yes,July,,,323368,North Precinct,26,,944548037,331666,Hispanic,Female,No,36,944879703,Aggressive,,,,,,,,Dispatched,,,,2020,1,1
Blunt Object,II,Release to Medical,Wednesday,,,,Chemical Incapacitant - handheld,CEW,Resisted HC,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,Yes,April,,,648809,East Precinct,25,,410566791,4171923,White,Female,No,53,414738714,Aggressive,Aggressive,Active,,,,,,Dispatched,,Yes,,2022,1,1
Blunt Object,II,Release to Medical,Wednesday,,,,Chemical Incapacitant - handheld,Resisted HC,,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,Yes,April,,,334481,East Precinct,13,,410566791,4171923,White,Female,No,53,414738714,Aggressive,Active,Null,,,,,,Dispatched,,Yes,,2022,1,1
Blunt Object,II,Arrest-Felony,Thursday,,,,CEW,,Control Against Resistance,CEW,,Null,,,1800-2359,Behavioral Health,ECIT,,,August,,,948240,NORTH,16,Biting,753577905,4344360,Black,Male,Yes,34,757922265,Active,Active,Active,Null,Null,Null,,,Dispatched,,Yes,,2023,1,1
Blunt Object,II,Arrest-Felony,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,July,Needle / Spit / Bodily Fluids,,558502,Central Precinct,1,,50557468,556936,White,Male,Yes,43,51114404,Active,,,,,,,,Dispatched,,Yes,,2021,1,1
