Master Subject ID,Subject Sex,APD Race,Subject Resistance,Subject Effects,Council District,Date Occurred,ZIP,CENSUS_TRACT,LOCATION,X_COORDINATE,Y_COORDINATE,COUNTY
459781328: 2019720209,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,03/13/2019 12:00:00 AM,78752,18.12,6711 N IH 35 SVRD NB,3125813,10092997,1
27002034: 2019720732,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,03/13/2019 12:00:00 AM,78723,21,6500 SPRINGDALE RD,3136944,10085771,1
459293934: 2019720659,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,10,03/13/2019 12:00:00 AM,78759,17,8835 TALLWOOD DR,3113640,10110607,1
218433340: 2019721243,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,9,03/13/2019 12:00:00 AM,78705,5,3101 GUADALUPE ST,3114716,10081535,1
459781260: 2019712163,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,9,03/13/2019 12:00:00 AM,78701,11,E 6TH ST / SAN JACINTO BLVD,3115084,10070527,1
135283326: 2019722237,F,H,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/13/2019 12:00:00 AM,78701,11.00,516 E 6TH ST,3115992,10070366,1
458958758: 2019721404,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3,03/13/2019 12:00:00 AM,78741,23,2410 E RIVERSIDE DR,3120441,10059515,1
135271878: 2019720805,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,03/13/2019 12:00:00 AM,78744,24.11,4602 E STASSNEY LN,3114210,10043920,1
459564454: 2019710189,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/12/2019 12:00:00 AM,78701,11,519 E 7TH ST,3116096,10070500,1
459780882: 2019710161,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,03/12/2019 12:00:00 AM,78702,-,2613 E CESAR CHAVEZ ST,3123374,10065647,1
309735243: 2019710107,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,03/12/2019 12:00:00 AM,78744,24.27,4505 GLADE LINE DR,3110762,10038357,1
194249124: 2019710208,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/12/2019 12:00:00 AM,78701,-,98 RED RIVER ST,3115503,10068423,1
12849333: 2019701341,M,W,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,03/11/2019 12:00:00 AM,78723,-,CORONA DR / NASSAU DR,3126960,10086650,1
459780725: 2019701384,M,H,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,6,03/11/2019 12:00:00 AM,78750,204.05,12403 MELLOW MEADOW DR,3095942,10138887,2
459780938: 2019701761,M,A,DEFENSIVE RESISTANCE,MINOR INJURY,9,03/11/2019 12:00:00 AM,78701,11,86 RAINEY ST,3115671,10067745,1
135278241: 2019701821,F,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,9,03/11/2019 12:00:00 AM,78701,11,310 E 5TH ST,3115140,10070194,1
459022730: 2019702152,F,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,03/11/2019 12:00:00 AM,78701,11,404 E 6TH ST,3115542,10070511,1
256835861: 2019701734,M,B,PASSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,1,03/11/2019 12:00:00 AM,78753,18.32,11401 WALNUT RIDGE DR,3136917,10110425,1
344981770: 2019701183,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,1,03/11/2019 12:00:00 AM,78721,-,1165 AIRPORT BLVD,3128344,10073471,1
459521661: 2019701852,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,2,03/11/2019 12:00:00 AM,78748,24.23,8800 S 1ST ST,3097309,10036579,1
1203036: 2019690271,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/10/2019 12:00:00 AM,78701,11,302 E 6TH ST,3115180,10070609,1
291053390: 2019691145,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,03/10/2019 12:00:00 AM,78752,18.12,7200 CAMERON RD,3129700,10092439,1
297021725: 2019690125,F,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,03/10/2019 12:00:00 AM,78701,11,E 6TH ST / TRINITY ST,3115415,10070416,1
459782413: 2019691424,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,5,03/10/2019 12:00:00 AM,78747,24.28,1300 BLOCK FM 1327 RD,3099398,10013896,1
459780070: 2019690125,F,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,03/10/2019 12:00:00 AM,78701,11,E 6TH ST / TRINITY ST,3115415,10070416,1
459780073: 2019690281,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/10/2019 12:00:00 AM,78701,11,E 6TH ST / TRINITY ST,3115415,10070416,1
459780792: 2019690125,F,H,NOT RESISTANT,COMPLAINT OF INJURY/PAIN,9,03/10/2019 12:00:00 AM,78701,11,E 6TH ST / TRINITY ST,3115415,10070416,1
459780088: 2019690550,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/10/2019 12:00:00 AM,78701,11,401 W 2ND ST,3112743,10069673,1
305858112: 2019691439,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,7,03/10/2019 12:00:00 AM,78757,18.18,8808 RESEARCH BLVD SVRD SB,3120842,10106930,1
459044995: 2019690281,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/10/2019 12:00:00 AM,78701,11,E 6TH ST / TRINITY ST,3115415,10070416,1
1203037: 2019690271,,,PREPARATORY RESISTANCE,COMPLAINT OF INJURY/PAIN,9,03/10/2019 12:00:00 AM,78701,11,302 E 6TH ST,3115180,10070609,1
459780074: 2019690210,F,W,DEFENSIVE RESISTANCE,MINOR INJURY,9,03/10/2019 12:00:00 AM,78701,11,401 E 6TH ST,3115439,10070324,1
459780078: 2019690281,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/10/2019 12:00:00 AM,78701,11,E 6TH ST / TRINITY ST,3115415,10070416,1
459780067: 2019690125,F,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,03/10/2019 12:00:00 AM,78701,11,E 6TH ST / TRINITY ST,3115415,10070416,1
459780793: 2019690125,F,H,NOT RESISTANT,COMPLAINT OF INJURY/PAIN,9,03/10/2019 12:00:00 AM,78701,11,E 6TH ST / TRINITY ST,3115415,10070416,1
1203225: 2019690271,,,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/10/2019 12:00:00 AM,78701,11,302 E 6TH ST,3115180,10070609,1
459780263: 2019691775,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/10/2019 12:00:00 AM,78701,11,300 E 7TH ST,3115224,10070871,1
458824560: 2019690271,M,B,DEADLY RESISTANCE,COMPLAINT OF INJURY/PAIN,9,03/10/2019 12:00:00 AM,78701,11,302 E 6TH ST,3115180,10070609,1
459743408: 2019690271,F,H,DEFENSIVE RESISTANCE,MINOR INJURY,9,03/10/2019 12:00:00 AM,78701,11,302 E 6TH ST,3115180,10070609,1
459780072: 2019690271,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,9,03/10/2019 12:00:00 AM,78701,11,302 E 6TH ST,3115180,10070609,1
459780084: 2019690297,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/10/2019 12:00:00 AM,78701,11,400 E 6TH ST,3115491,10070521,1
459167310: 2019680576,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/09/2019 12:00:00 AM,78701,11,500 E 7TH ST,3115951,10070759,1
185008450: 2019680339,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/09/2019 12:00:00 AM,78701,11,717 E 7TH ST,3116761,10070297,1
95947637: 2019680194,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,03/09/2019 12:00:00 AM,78741,23.12,2201 MONTOPOLIS DR,3126801,10054469,1
459779868: 2019672166,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,5,03/09/2019 12:00:00 AM,78704,13,1100 S LAMAR BLVD,3108188,10066117,1
308216247: 2019681562,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,03/09/2019 12:00:00 AM,78745,24.10,5600 S 1ST ST,3102467,10048766,1
133760319: 2019680158,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,03/09/2019 12:00:00 AM,78701,11,300 BLOCK E 6TH ST,3115154,10070604,1
225902851: 2019681520,F,W,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,03/09/2019 12:00:00 AM,78741,23,2928 PITHER LN,3115902,10054959,1
17433245: 2019670813,F,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,1,03/08/2019 12:00:00 AM,78752,18.11,6707 CAMERON RD,3129252,10090848,1
1207652: 2019671567,,,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,03/08/2019 12:00:00 AM,78702,-,507 CALLES ST,3124008,10067385,1
290586890: 2019671934,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,03/08/2019 12:00:00 AM,78744,24.31,2512 S US 183 HWY SB,3133400,10050482,1
288825711: 2019671663,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,6,03/08/2019 12:00:00 AM,78729,204,13681 N US 183 HWY SVRD NB,3097557,10138884,2
322897738: 2019671141,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/08/2019 12:00:00 AM,78705,2,3700 GUADALUPE ST,3115320,10083182,1
459525482: 2019671567,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,03/08/2019 12:00:00 AM,78702,-,507 CALLES ST,3124008,10067385,1
165087218: 2019671837,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,4,03/08/2019 12:00:00 AM,78752,15,7114 N IH 35 SVRD SB,3125687,10094562,1
94896816: 2019671567,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,03/08/2019 12:00:00 AM,78702,-,507 CALLES ST,3124008,10067385,1
165090068: 2019671803,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,03/08/2019 12:00:00 AM,78723,21,4700 LOYOLA LN,3138094,10086445,1
270271510: 2019672079,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3,03/08/2019 12:00:00 AM,78741,23.18,6021 BLUEBELL CIR,3127030,10057084,1
204080724: 2019671937,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,03/08/2019 12:00:00 AM,78702,9,E 7TH ST / CHALMERS AVE,3120245,10069135,1
459779310: 2019660019,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,03/07/2019 12:00:00 AM,78757,18.18,8200 RESEARCH BLVD SB,3122301,10102344,1
459759838: 2019661312,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,4,03/07/2019 12:00:00 AM,78758,18.45,801 BLOCK W BRAKER LN,3130947,10112611,1
459775750: 2019661006,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,2,03/07/2019 12:00:00 AM,78744,24.29,8001 S IH 35 SVRD NB,3103727,10037213,1
208667664: 2019661622,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,03/07/2019 12:00:00 AM,78758,18.19,9414 N LAMAR BLVD,3127650,10106327,1
153170145: 2019661624,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,03/07/2019 12:00:00 AM,78723,21,6035 N IH 35 SVRD NB,3125353,10090415,1
458765245: 2019660107,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,03/07/2019 12:00:00 AM,78741,23.14,E RIVERSIDE DR / GROVE BLVD,3125670,10056090,1
459776212: 2019660210,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,9,03/07/2019 12:00:00 AM,78701,11,700 E 8TH ST,3116630,10070833,1
33100936: 2019651765,M,H,PREPARATORY RESISTANCE,MINOR INJURY,9,03/06/2019 12:00:00 AM,78705,4,3000 BLOCK N IH 35 NB,3120168,10078336,1
219225918: 2019651006,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,03/06/2019 12:00:00 AM,78753,18.34,E RUNDBERG LN / CAMERON RD,3134686,10101321,1
459018938: 2019651338,F,B,DEFENSIVE RESISTANCE,MINOR INJURY,1,03/06/2019 12:00:00 AM,78723,21.12,5900 MANOR RD,3133700,10085352,1
459779249: 2019651564,M,A,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,03/06/2019 12:00:00 AM,78728,18.64,12900 N MOPAC EXPY SB,3126514,10131920,1
386269526: 2019651598,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,2,03/06/2019 12:00:00 AM,78747,24.26,7320 DERBY DOWNS DR,3116965,10027040,1
458833347: 2019650561,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,03/06/2019 12:00:00 AM,78744,24.31,3512 MONTOPOLIS DR,3123343,10048910,1
339019167: 2019650587,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/06/2019 12:00:00 AM,78701,11,500 BLOCK BRAZOS ST,3114590,10070378,1
167527893: 2019650487,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3,03/06/2019 12:00:00 AM,78741,23,1333 SHORE DISTRICT DR,3119440,10061926,1
33100328: 2019651656,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,03/06/2019 12:00:00 AM,78741,-,2617 S IH 35 SVRD NB,3114584,10056772,1
459107532: 2019651425,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,2,03/06/2019 12:00:00 AM,78744,24.19,5717 S IH 35 SVRD NB,3108425,10044850,1
72548694: 20195009471,F,B,AGGRESSIVE RESISTANCE,MINOR INJURY,1,03/06/2019 12:00:00 AM,78723,21.12,5706 MANOR RD,3133312,10084623,1
459656568: 2019651019,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,4,03/06/2019 12:00:00 AM,78723,21.05,6100 BLOCK E US 290 HWY SVRD EB,3125270,10090522,1
208667664: 2019650845,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,4,03/06/2019 12:00:00 AM,78758,18.19,9414 N LAMAR BLVD,3127650,10106327,1
459778770: 2019650619,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/06/2019 12:00:00 AM,78701,11,700 BLOCK NECHES ST,3115885,10070835,1
459201573: 20196900281,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,4,03/05/2019 12:00:00 AM,78753,18,8200 SAM RAYBURN DR,3127096,10099532,1
459418840: 2019641647,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,03/05/2019 12:00:00 AM,78753,18.48,1100 W PARMER LN,3133296,10122326,1
5112331: 20196900279,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,03/05/2019 12:00:00 AM,78753,18,8201 N LAMAR BLVD,3124479,10101091,1
153162983: 20196900279,F,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,4,03/05/2019 12:00:00 AM,78753,18,8201 N LAMAR BLVD,3124479,10101091,1
87228751: 2019641587,M,H,PREPARATORY RESISTANCE,MINOR INJURY,5,03/05/2019 12:00:00 AM,78748,24.21,10101 S 1ST ST,3097265,10030093,1
100074296: 2019630090,M,W,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,03/04/2019 12:00:00 AM,78758,18.45,11900 N LAMAR BLVD,3131937,10115545,1
459644936: 2019620337,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,03/03/2019 12:00:00 AM,78741,23,2602 PARKER LN,3115738,10056739,1
459777691: 2019620238,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/03/2019 12:00:00 AM,78701,11,400 E 5TH ST,3115356,10070087,1
162464632: 2019621041,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,03/03/2019 12:00:00 AM,78617,-,12513 PALOMA BLANCA WAY,3151375,10035035,1
302403420: 2019621214,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,03/03/2019 12:00:00 AM,78741,-,2347 DOUGLAS ST,3118325,10056320,1
459777725: 2019621127,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,10,03/03/2019 12:00:00 AM,78703,16,3500 N MOPAC EXPY NB,3109412,10085601,1
1202913: 2019620207,,,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/03/2019 12:00:00 AM,78701,11,400 BLOCK E 6TH ST,3115491,10070521,1
1202914: 2019620207,,,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/03/2019 12:00:00 AM,78701,11,400 BLOCK E 6TH ST,3115491,10070521,1
459777732: 2019621479,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3,03/03/2019 12:00:00 AM,78741,23.14,2000 WICKERSHAM LN,3121620,10057895,1
459427837: 2019620337,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,03/03/2019 12:00:00 AM,78741,23,2602 PARKER LN,3115738,10056739,1
459427838: 2019620337,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,03/03/2019 12:00:00 AM,78741,23,2602 PARKER LN,3115738,10056739,1
459109019: 2019611782,F,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,8,03/03/2019 12:00:00 AM,78749,17.77,8916 BRODIE LN,3083222,10043370,1
119148294: 2019621130,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,03/03/2019 12:00:00 AM,78721,21,1165 AIRPORT BLVD,3128344,10073471,1
458847645: 2019620337,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,03/03/2019 12:00:00 AM,78741,23,2602 PARKER LN,3115738,10056739,1
459622698: 2019620014,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,03/03/2019 12:00:00 AM,78741,23.14,4404 E OLTORF ST,3119889,10055968,1
459777999: 2019610058,F,W,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/02/2019 12:00:00 AM,78703,12.00,700 BLOCK N LAMAR BLVD,3110843,10072492,1
459479985: 2019611584,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,5,03/02/2019 12:00:00 AM,78748,24.21,9300 S IH 35 SVRD SB,3100423,10033116,1
167839409: 2019610313,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,03/02/2019 12:00:00 AM,78745,24.10,5609 COUGAR DR,3101471,10048862,1
1213161: 2019610146,,,DEADLY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/02/2019 12:00:00 AM,78701,-,600 BLOCK NECHES ST,3115785,10070494,1
459266607: 2019610336,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,4,03/02/2019 12:00:00 AM,78752,15,7100 N IH 35 SVRD SB,3125614,10094452,1
1211515: 20195017708,,,NOT RESISTANT,NO COMPLAINT OF INJURY/PAIN,9,03/02/2019 12:00:00 AM,78701,11,600 BLOCK NECHES ST,3115785,10070494,1
7865124: 2019611765,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,9,03/02/2019 12:00:00 AM,78703,16,WEST LYNN ST / ENFIELD RD,3109450,10075991,1
422118004: 2019611028,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,2,03/02/2019 12:00:00 AM,78617,24.33,ALICE AVE / MARY ST,3148070,10048573,1
459778196: 2019611281,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,03/02/2019 12:00:00 AM,78723,21,5441 N IH 35 SVRD NB,3125815,10087836,1
291384151: 2019540446,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,03/01/2019 12:00:00 AM,78753,18.06,8224 N IH 35 SVRD SB,3128248,10099254,1
216274587: 2019600050,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,03/01/2019 12:00:00 AM,78744,24.31,6301 E STASSNEY LN,3122467,10047013,1
459777295: 2019600079,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,03/01/2019 12:00:00 AM,78701,11,308 E 6TH ST,3115200,10070513,1
31722475: 2019601388,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,03/01/2019 12:00:00 AM,78752,15,7114 N IH 35 SVRD SB,3125687,10094562,1
459776278: 2019601897,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,03/01/2019 12:00:00 AM,78724,22,8300 COLONY LOOP DR,3150338,10081999,1
378078581: 2019600541,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,9,03/01/2019 12:00:00 AM,78701,11,700 E 8TH ST,3116630,10070833,1
458797224: 2019600984,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3,03/01/2019 12:00:00 AM,78741,23,2508 E RIVERSIDE DR,3120958,10059176,1
334826892: 2019601388,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,03/01/2019 12:00:00 AM,78752,15,7114 N IH 35 SVRD SB,3125687,10094562,1
373689354: 2019601662,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,7,03/01/2019 12:00:00 AM,78753,18.24,11300 POLLYANNA AVE,3134136,10111094,1
458791038: 2019590767,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/28/2019 12:00:00 AM,78704,14.02,700 S IH 35 SB,3116772,10063560,1
170082408: 2019591239,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,2,02/28/2019 12:00:00 AM,78745,24.09,1235 ARMADILLO RD,3097868,10046334,1
52824631: 2019591219,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,,02/28/2019 12:00:00 AM,78719,-,5730 S US 183 HWY NB,3131670,10036496,1
459776678: 2019590025,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,02/28/2019 12:00:00 AM,78753,18.32,11441 N IH 35 SVRD NB,3135375,10111677,1
458977731: 2019590135,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,02/28/2019 12:00:00 AM,78758,18.49,9200 BURNET RD,3118657,10110081,1
459181295: 2019590319,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3,02/28/2019 12:00:00 AM,78741,23.18,1900 WICKERSHAM LN,3121742,10058207,1
8651061: 2019580203,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,10,02/27/2019 12:00:00 AM,78731,17.18,5715 MESA DR,3105425,10097522,1
459274176: 2019581557,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,5,02/27/2019 12:00:00 AM,78704,20,1212 W BEN WHITE BLVD SVRD WB,3103509,10056113,1
182653231: 2019571029,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,02/27/2019 12:00:00 AM,78758,-,1108 KRAMER LN,3129069,10112861,1
459701193: 2019580521,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,6,02/27/2019 12:00:00 AM,78726,-,11108 BRISTA WAY,3086594,10131636,1
459776720: 2019581202,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,02/27/2019 12:00:00 AM,78741,23.18,MONTOPOLIS DR / E RIVERSIDE DR,3127106,10055361,1
305792036: 2019581593,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,9,02/27/2019 12:00:00 AM,78723,3,1200 BARBARA JORDAN BLVD,3124570,10085297,1
169215022: 2019581570,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/27/2019 12:00:00 AM,78701,11,606 E 7TH ST,3116433,10070565,1
459748286: 2019581403,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,7,02/27/2019 12:00:00 AM,78757,-,7929 GAULT ST,3121604,10101073,1
459768169: 2019581909,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,8,02/27/2019 12:00:00 AM,78735,-,5100 S MOPAC EXPY SVRD SB,3088580,10058624,1
161875777: 2019581244,M,H,PREPARATORY RESISTANCE,MINOR INJURY,5,02/27/2019 12:00:00 AM,78745,-,BERKELEY AVE / BUFFALO PASS,3094464,10049178,1
459706594: 2019580168,F,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,9,02/27/2019 12:00:00 AM,78703,-,1603 PEASE RD,3109304,10076578,1
459712973: 2019580156,F,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,02/27/2019 12:00:00 AM,78704,14.01,1007 S CONGRESS AVE,3113070,10065638,1
459368617: 2019561889,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,02/26/2019 12:00:00 AM,78701,11,600 TRINITY ST,3115403,10070458,1
459776060: 2019571034,M,W,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,02/26/2019 12:00:00 AM,78719,9800,3600 PRESIDENTIAL BLVD,3138850,10047302,1
459351125: 2019570010,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,9,02/26/2019 12:00:00 AM,78751,3.04,903 E 51ST ST,3122800,10086800,1
459511735: 2019570512,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,9,02/26/2019 12:00:00 AM,78701,11,115 E 6TH ST,3114530,10070615,1
459599505: 2019571789,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,9,02/26/2019 12:00:00 AM,78722,4.02,2900 MANOR RD,3124404,10077490,1
157090337: 2019560141,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,02/25/2019 12:00:00 AM,78721,21,GLOMAR AVE / ASTOR PL,3131439,10076051,1
458943450: 2019561300,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3,02/25/2019 12:00:00 AM,78741,23.12,7800 BLOCK E BEN WHITE BLVD EB,3131525,10053340,1
9634278: 2019561300,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3,02/25/2019 12:00:00 AM,78741,23.12,7800 BLOCK E BEN WHITE BLVD EB,3131525,10053340,1
