Master Subject ID,Date Occurred,LOCATION,Subject Sex,APD Race,Subject Resistance,Subject Effects,X_COORDINATE,Y_COORDINATE,Council District,CENSUS_TRACT,COUNTY,Location 1
459506378: 2017451015,02/14/2017 12:00:00 AM,MC KINNEY FALLS PKWY / BURLESON RD,M,H,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3128985,10043425,2,24.31,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
220791377: 20171681457,06/17/2017 12:00:00 AM,2500 BURLESON RD,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116823,10056480,3,23.07,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
291048302: 20171270138,05/07/2017 12:00:00 AM,213 E 6TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114890,10070481,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
21170799: 2017901752,03/31/2017 12:00:00 AM,10601 N LAMAR BLVD,F,B,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3130070,10109861,4,18.23,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459429410: 20171120986,04/22/2017 12:00:00 AM,1600 BLOCK S PLEASANT VALLEY RD,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3121574,10059990,3,23.04,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
21168672: 2017580858,02/27/2017 12:00:00 AM,1214 E 7TH ST,M,H,other,MINOR INJURY,3118619,10069887,1,9.01,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
459524274: 2017850052,03/26/2017 12:00:00 AM,223 E 6TH ST,F,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3115004,10070454,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
438175114: 20171200153,04/30/2017 12:00:00 AM,10901 DOMAIN DR,M,W,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3118465,10117045,7,18.49,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
459501692: 2017312096,02/01/2017 12:00:00 AM,6306 E RIVERSIDE DR,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3127258,10055404,3,23.12,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
1086642: 2017291280,01/29/2017 12:00:00 AM,306 E 6TH ST,,,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3115225,10070599,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459079289: 20171421424,05/22/2017 12:00:00 AM,9401 N IH 35 SVRD NB,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3131125,10103884,4,18.33,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
311558602: 2017851498,03/26/2017 12:00:00 AM,900 E 6TH ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117431,10069858,3,9.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
459127491: 20171470134,05/27/2017 12:00:00 AM,500 BLOCK TRINITY ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115341,10070251,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459518513: 2017741958,03/15/2017 12:00:00 AM,N IH 35 SVRD NB / E 4TH ST,M,W,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3116869,10069259,3,9.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
204160773: 20171601590,06/09/2017 12:00:00 AM,COLLINFIELD DR / LITTLE ELM PARK,M,W,evading/fleeing motor vehicle,NO COMPLAINT OF INJURY/PAIN,3125851,10105626,4,18.19,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
459527700: 20171491534,05/29/2017 12:00:00 AM,2121 E OLTORF ST,F,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3117862,10057044,3,23.13,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
187107498: 20171120777,04/22/2017 12:00:00 AM,1500 BLOCK MONTOPOLIS DR,M,H,empty hand defensive resistance,COMPLAINT OF INJURY/PAIN,3127732,10056767,3,23.18,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459540227: 20171270147,05/07/2017 12:00:00 AM,218 E 6TH ST,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115043,10070649,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
203755544: 20171241819,05/04/2017 12:00:00 AM,500 W OLTORF ST,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3109750,10061006,9,13.05,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
76087657: 20171270218,05/07/2017 12:00:00 AM,10207 N LAMAR BLVD,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3129369,10108683,4,18.23,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
288690187: 2017851692,03/27/2017 12:00:00 AM,4500 E OLTORF ST,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3120060,10055834,3,23.14,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459049443: 2017320042,02/01/2017 12:00:00 AM,1705 PEARL ST,M,W,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3112715,10075661,9,7,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
120128232: 2017440103,02/13/2017 12:00:00 AM,409 E 6TH ST,M,B,empty hand active aggression,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115534,10070296,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
313983351: 2017191190,01/19/2017 12:00:00 AM,601 W BEN WHITE BLVD SVRD EB,M,W,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3106127,10055331,3,20.03,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
459507580: 2017500123,02/19/2017 12:00:00 AM,401 E 6TH ST,F,B,empty hand active aggression,COMPLAINT OF INJURY/PAIN,3115439,10070324,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
51057327: 2017211787,01/21/2017 12:00:00 AM,500 E 7TH ST,F,B,empty hand active aggression,MINOR INJURY,3115951,10070759,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459509984: 2017571346,02/26/2017 12:00:00 AM,11135 N IH 35 SVRD NB,M,W,firearm,MINOR INJURY,3134406,10110294,1,18.33,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459507235: 2017590563,02/28/2017 12:00:00 AM,8312 N IH 35 SVRD SB,F,B,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3128227,10099667,4,18.06,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459518520: 2017750156,03/16/2017 12:00:00 AM,223 E 6TH ST,M,H,empty hand active aggression,COMPLAINT OF INJURY/PAIN,3115004,10070454,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
302385427: 2017900865,03/31/2017 12:00:00 AM,2508 E RIVERSIDE DR,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3120958,10059176,3,23.04,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459492948: 2017110064,01/11/2017 12:00:00 AM,8004 WILLET TRL,M,W,empty hand active aggression,MINOR INJURY,3088671,10044523,5,17.28,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
288622092: 201780238,01/08/2017 12:00:00 AM,5200 BLOCK S CONGRESS AVE,M,W,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3105513,10049399,3,24.02,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
458919445: 20171051125,04/15/2017 12:00:00 AM,4920 N IH 35 SVRD SB,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3123779,10085756,9,3.04,TRAVIS COUNTY,"78751(30.310564, -97.722213)"
119079788: 2017962035,04/06/2017 12:00:00 AM,6607 S IH 35 SVRD NB,M,B,mixed,MINOR INJURY,3106736,10041724,2,24.27,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
267452765: 2017620174,03/03/2017 12:00:00 AM,400 BLOCK E 6TH ST,M,W,empty hand active aggression,COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
419824026: 2017541917,02/23/2017 12:00:00 AM,1200 DOONESBURY DR,M,W,empty hand defensive resistance,MINOR INJURY,3130143,10115934,7,18.45,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
459510203: 2017552040,02/24/2017 12:00:00 AM,1304 MC KIE DR,F,W,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3129927,10093882,4,18.12,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
459494024: 201791618,01/09/2017 12:00:00 AM,501 E 8TH ST,F,B,empty hand defensive resistance,COMPLAINT OF INJURY/PAIN,3116006,10070898,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
51318702: 20171341421,05/14/2017 12:00:00 AM,500 E 7TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115951,10070759,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459336739: 2017500822,02/19/2017 12:00:00 AM,1900 E OLTORF ST,M,B,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3117101,10057503,3,23.15,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
458970628: 2017961367,04/06/2017 12:00:00 AM,9600 MANCHACA RD,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3089847,10036827,5,17.47,TRAVIS COUNTY,"78748(30.166107, -97.825259)"
132645855: 20171221112,05/02/2017 12:00:00 AM,5401 N IH 35 SVRD NB,M,B,evading/fleeing motor vehicle,NO COMPLAINT OF INJURY/PAIN,3124904,10087486,4,21.05,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
167530286: 20171530008,06/02/2017 12:00:00 AM,E ST JOHNS AVE / TWIN CREST DR,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3124782,10095192,4,15.03,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
459217586: 2017380625,02/07/2017 12:00:00 AM,909 NUECES ST,M,H,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3112902,10072476,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459498470: 2017231346,01/23/2017 12:00:00 AM,101 CLOUDVIEW DR,M,H,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3103035,10041709,2,24.22,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
459354473: 2017110298,01/11/2017 12:00:00 AM,5800 WELLINGTON DR,M,H,edged weapon,MINOR INJURY,3131148,10086648,1,21.06,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
459269827: 2017140100,01/14/2017 12:00:00 AM,10401 ANDERSON MILL RD,M,W,firearm,DEATH,3093013,10135176,6,17.14,TRAVIS COUNTY,"78750(30.433237, -97.800431)"
459555412: 20171641770,06/13/2017 12:00:00 AM,9909 N LAMAR BLVD,M,W,mixed,MINOR INJURY,3129039,10107864,4,18.23,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459519380: 2017770361,03/18/2017 12:00:00 AM,200 BLOCK W 4TH ST,M,W,empty hand defensive resistance,MINOR INJURY,3113639,10070272,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
458827775: 2017161121,01/16/2017 12:00:00 AM,13700 N IH 35 SVRD SB,M,W,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3135340,10128339,7,18.63,TRAVIS COUNTY,"78728(30.450836, -97.682765)"
459495714: 2017132044,01/13/2017 12:00:00 AM,11416 N FM 620 RD,M,B,empty hand defensive resistance,MINOR INJURY,3085763,10137634,6,17.65,TRAVIS COUNTY,"78726(30.431233, -97.838431)"
1089206: 2017600080,03/01/2017 12:00:00 AM,404 E 6TH ST,,,passive resistance,NO COMPLAINT OF INJURY/PAIN,3115542,10070511,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459513424: 2017630217,03/04/2017 12:00:00 AM,10207 LAKE CREEK PKWY,M,W,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3096923,10140658,6,204.08,WILLIAMSON COUNTY,"78729(30.454447, -97.767067)"
459397816: 2017401837,02/09/2017 12:00:00 AM,3811 E 12TH ST,M,B,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3130796,10074307,1,21.09,TRAVIS COUNTY,"78721(30.270568, -97.683892)"
459507591: 2017500310,02/19/2017 12:00:00 AM,E 6TH ST / SAN JACINTO BLVD,M,W,empty hand defensive resistance,MINOR INJURY,3115084,10070527,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
174197081: 2017231912,01/23/2017 12:00:00 AM,E 3RD ST / CHALMERS AVE,M,H,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3119752,10067819,3,9.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
459214854: 20171581292,06/07/2017 12:00:00 AM,9844 QUAIL BLVD,M,H,empty hand defensive resistance,MINOR INJURY,3126613,10108839,4,18.22,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
51316285: 201721360,01/02/2017 12:00:00 AM,600 E ST JOHNS AVE,M,H,passive resistance,COMPLAINT OF INJURY/PAIN,3125382,10094894,4,18.04,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
337119912: 2017741783,03/15/2017 12:00:00 AM,707 E CESAR CHAVEZ ST,M,H,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3116191,10068283,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
1090178: 2017700209,03/11/2017 12:00:00 AM,E 6TH ST / NECHES ST,,,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3115761,10070320,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459154395: 20171311492,05/11/2017 12:00:00 AM,903 ECHO LN,F,H,DEFENSIVE RESISTANCE,MINOR INJURY,3099024,10044496,2,24.24,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
459519068: 2017760207,03/17/2017 12:00:00 AM,E 6TH ST / TRINITY ST,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115415,10070416,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
153165574: 20171560628,06/05/2017 12:00:00 AM,1700 WILLOW CREEK DR,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3119640,10059606,3,23.16,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
184418961: 20171010842,04/11/2017 12:00:00 AM,212 E 6TH ST,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3114977,10070652,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
458971206: 2017620950,03/03/2017 12:00:00 AM,8020 N LAMAR BLVD SB,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3123356,10100627,4,18.05,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
5009662: 20171491233,05/29/2017 12:00:00 AM,5500 BLOCK MESQUITE GROVE RD,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3116848,10043070,2,24.31,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
219248460: 2017560171,02/25/2017 12:00:00 AM,15112 FM 1825 RD,F,H,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3136987,10135411,7,18.57,TRAVIS COUNTY,"78660(30.449905, -97.613157)"
339020095: 20171090008,04/19/2017 12:00:00 AM,11643 RESEARCH BLVD SVRD NB,F,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3112077,10124748,6,17.54,TRAVIS COUNTY,"78759(30.40316, -97.753727)"
459511508: 2017600080,03/01/2017 12:00:00 AM,404 E 6TH ST,M,H,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3115542,10070511,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
67045300: 2017581636,02/27/2017 12:00:00 AM,7900 THAXTON RD,M,H,other,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3114314,10030807,2,24.26,TRAVIS COUNTY,"78747(30.133523, -97.757228)"
188482613: 20171480015,05/28/2017 12:00:00 AM,9600 N LAMAR BLVD,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3128269,10106589,4,18.22,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
459523299: 2017850073,03/26/2017 12:00:00 AM,404 E 6TH ST,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115542,10070511,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459507533: 2017490210,02/18/2017 12:00:00 AM,400 E 6TH ST,M,B,verbal resistance/aggression,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
269683621: 2017331287,02/02/2017 12:00:00 AM,200 LAVACA ST,M,W,empty hand active aggression,MINOR INJURY,3113125,10069731,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
458914141: 2017840218,03/25/2017 12:00:00 AM,516 E 6TH ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115992,10070366,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
267518588: 2017331513,02/02/2017 12:00:00 AM,6207 WAYCROSS DR,M,H,empty hand defensive resistance,MINOR INJURY,3103245,10045635,2,24.02,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
458880913: 2017581698,02/27/2017 12:00:00 AM,6101 HOGAN AVE,M,H,empty hand active aggression,MINOR INJURY,3128031,10059304,3,23.18,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
458766460: 2017560180,02/25/2017 12:00:00 AM,400 BLOCK E 6TH ST,M,B,mixed,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
153172388: 2017611094,03/02/2017 12:00:00 AM,600 BLOCK NECHES ST,M,B,other,NO COMPLAINT OF INJURY/PAIN,3115785,10070494,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
208341194: 20171180213,04/28/2017 12:00:00 AM,12118 WALNUT PARK XING,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3134045,10116652,7,18.26,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
121833542: 20171661554,06/15/2017 12:00:00 AM,6909 WENTWORTH DR,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3150048,10081517,1,22.02,TRAVIS COUNTY,"78724(30.295025, -97.622435)"
459536978: 20171171808,04/27/2017 12:00:00 AM,408 E 6TH ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115586,10070497,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
5006502: 2017761707,03/17/2017 12:00:00 AM,8105 S 1ST ST,M,H,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3098811,10038860,2,24.22,TRAVIS COUNTY,"78748(30.166107, -97.825259)"
459211453: 2017320345,02/01/2017 12:00:00 AM,8103 DOE MEADOW DR,M,H,empty hand defensive resistance,MINOR INJURY,3075423,10050877,8,17.38,TRAVIS COUNTY,"78749(30.213975, -97.859448)"
459523631: 2017821754,03/23/2017 12:00:00 AM,NUCKOLS CROSSING RD / NUCKOLS CT,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3116673,10044506,2,24.13,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
257426763: 201771394,01/07/2017 12:00:00 AM,1320 E OLTORF ST,F,B,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3114800,10058473,9,23.08,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
211552306: 2017902204,03/31/2017 12:00:00 AM,425 W RIVERSIDE DR,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3112525,10067372,9,13.05,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
413860124: 2017160354,01/16/2017 12:00:00 AM,8017 TISDALE DR,F,W,empty hand active aggression,COMPLAINT OF INJURY/PAIN,3121698,10102085,7,18.18,TRAVIS COUNTY,"78757(30.349869, -97.732706)"
458801204: 20171061121,04/16/2017 12:00:00 AM,7915 MANCHACA RD,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3093338,10042488,5,17.28,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
459516289: 2017710142,03/12/2017 12:00:00 AM,300 E 6TH ST,M,H,empty hand defensive resistance,MINOR INJURY,3115154,10070604,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459195254: 2017991126,04/09/2017 12:00:00 AM,3600 PRESIDENTIAL BLVD,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3138850,10047302,2,9800,TRAVIS COUNTY,"78719(30.143087, -97.673385)"
1089501: 2017640198,03/05/2017 12:00:00 AM,400 BLOCK E 6TH ST,,,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
388629250: 2017820274,03/23/2017 12:00:00 AM,6121 N IH 35 SVRD NB,M,B,edged weapon,NO COMPLAINT OF INJURY/PAIN,3125778,10091257,4,18.12,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
459193157: 2017281043,01/28/2017 12:00:00 AM,8700 PINERIDGE DR,M,W,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3102991,10136480,6,204.06,WILLIAMSON COUNTY,"78729(30.454447, -97.767067)"
174199739: 20175020717,05/13/2017 12:00:00 AM,6503 BLUFF SPRINGS RD,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3107456,10042310,2,24.19,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
170001276: 20171431576,05/23/2017 12:00:00 AM,E STASSNEY LN / NUCKOLS CROSSING RD,M,W,PREPARATORY RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3116184,10043565,2,24.31,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
17368094: 2017201971,01/20/2017 12:00:00 AM,1044 CAMINO LA COSTA,M,B,passive resistance,NO COMPLAINT OF INJURY/PAIN,3127415,10091791,4,18.12,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
459516977: 2017700951,03/11/2017 12:00:00 AM,1204 DOBIE DR,M,B,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3134177,10103752,4,18.33,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
458950760: 2017791578,03/20/2017 12:00:00 AM,700 W SLAUGHTER LN,M,H,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3096443,10036163,2,24.23,TRAVIS COUNTY,"78748(30.166107, -97.825259)"
458950760: 2017581636,02/27/2017 12:00:00 AM,7900 THAXTON RD,M,H,empty hand defensive resistance,MINOR INJURY,3114314,10030807,2,24.26,TRAVIS COUNTY,"78747(30.133523, -97.757228)"
459332361: 2017681163,03/09/2017 12:00:00 AM,5526 N IH 35 SVRD SB,F,B,empty hand defensive resistance,COMPLAINT OF INJURY/PAIN,3124750,10088183,4,21.05,TRAVIS COUNTY,"78751(30.310564, -97.722213)"
186912421: 20171660399,06/15/2017 12:00:00 AM,5515 WOODROW AVE,F,B,empty hand active aggression,COMPLAINT OF INJURY/PAIN,3116795,10092335,7,2.05,TRAVIS COUNTY,"78756(30.321553, -97.740236)"
459295316: 2017481747,02/17/2017 12:00:00 AM,100 E STARLING DR,M,H,empty hand defensive resistance,MINOR INJURY,3130242,10106941,4,18.23,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
1090203: 2017700209,03/11/2017 12:00:00 AM,E 6TH ST / NECHES ST,,,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3115761,10070320,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459526358: 2017891604,03/30/2017 12:00:00 AM,9714 EASTWEND DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3129357,10106656,4,18.23,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
119082504: 2017650439,03/06/2017 12:00:00 AM,1800 BURTON DR,M,H,empty hand active aggression,MINOR INJURY,3118973,10059156,3,23.15,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459050389: 20171071153,04/17/2017 12:00:00 AM,800 BLOCK CONGRESS AVE,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3114453,10071516,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
72548735: 2017301213,01/30/2017 12:00:00 AM,4700 BLOCK BANDERA RD,M,B,evading/fleeing motor vehicle,MINOR INJURY,3133216,10076862,1,21.09,TRAVIS COUNTY,"78721(30.270568, -97.683892)"
199491887: 20171251346,05/05/2017 12:00:00 AM,200 E 5TH ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114670,10070297,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
5023951: 20171301783,05/10/2017 12:00:00 AM,800 CONGRESS AVE,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114453,10071516,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
21496469: 20171141026,04/24/2017 12:00:00 AM,1317 W 10TH ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3109721,10074012,9,12,TRAVIS COUNTY,"78703(30.291285, -97.763975)"
153165701: 20171471399,05/27/2017 12:00:00 AM,10500 BLOCK N IH 35 SVRD NB,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3133031,10108034,1,18.33,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
345047453: 20171280703,05/08/2017 12:00:00 AM,6911 WENTWORTH DR,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3150127,10081547,1,22.02,TRAVIS COUNTY,"78724(30.295025, -97.622435)"
167515879: 2017351699,02/04/2017 12:00:00 AM,9435 MIDDLE FISKVILLE RD,M,H,verbal resistance/aggression,MINOR INJURY,3131617,10104066,4,18.33,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459536919: 20171171478,04/27/2017 12:00:00 AM,2706 GONZALES ST,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3124590,10068332,3,9.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
459549691: 20171510283,05/31/2017 12:00:00 AM,823 CONGRESS AVE,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114720,10071679,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
1087839: 2017421173,02/11/2017 12:00:00 AM,1500 E CESAR CHAVEZ ST,,,empty hand active aggression,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3118636,10067541,3,9.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
459460777: 2017320065,02/01/2017 12:00:00 AM,4110 GUADALUPE ST,M,B,empty hand defensive resistance,COMPLAINT OF INJURY/PAIN,3116330,10085201,9,2.03,TRAVIS COUNTY,"78751(30.310564, -97.722213)"
188481948: 20171301595,05/10/2017 12:00:00 AM,7200 CAMERON RD,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3129700,10092439,4,18.12,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
204149124: 2017511573,02/20/2017 12:00:00 AM,8801 S IH 35 SVRD NB,M,W,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3102585,10034201,2,24.29,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
