Master Subject ID,Date Occurred,LOCATION,Subject Sex,APD Race,Subject Resistance,Subject Effects,X_COORDINATE,Y_COORDINATE,Council District,ZIP,CENSUS_TRACT,County
33293204: 2018580481,02/27/2018 12:00:00 AM,707 E CESAR CHAVEZ ST,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3116082,10068221,9,78701,-,TRAVIS COUNTY
178916735: 2018571219,02/26/2018 12:00:00 AM,11000 FM 2222 RD,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3080012,10116796,6,78726,-,TRAVIS COUNTY
438174233: 2018570662,02/26/2018 12:00:00 AM,907 E ST JOHNS AVE,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3126836,10094023,4,78752,-,TRAVIS COUNTY
459159624: 2018560207,02/25/2018 12:00:00 AM,306 E 6TH ST,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115225,10070599,9,78701,-,TRAVIS COUNTY
161874654: 2018560271,02/25/2018 12:00:00 AM,400 BLOCK W 3RD ST,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3112734,10070127,9,78701,11,TRAVIS COUNTY
51380711: 2018561076,02/25/2018 12:00:00 AM,3811 E 12TH ST,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3130796,10074307,1,78721,-,TRAVIS COUNTY
318374776: 2018560133,02/25/2018 12:00:00 AM,E OLTORF ST / BURTON DR,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117502,10057313,3,78741,-,TRAVIS COUNTY
459645397: 2018560056,02/25/2018 12:00:00 AM,11600 ROCK ROSE AVE,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3119517,10119535,7,78758,-,TRAVIS COUNTY
153166533: 2018560207,02/25/2018 12:00:00 AM,306 E 6TH ST,M,H,NOT RESISTANT,NO COMPLAINT OF INJURY/PAIN,3115225,10070599,9,78701,-,TRAVIS COUNTY
9185040: 2018550668,02/24/2018 12:00:00 AM,1804 MIRIAM AVE,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3124071,10075517,1,78702,8.03,TRAVIS COUNTY
165089014: 2018550756,02/24/2018 12:00:00 AM,2503 ROSEWOOD AVE,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3125437,10072511,1,78702,8.02,TRAVIS COUNTY
459642979: 2018550887,02/24/2018 12:00:00 AM,500 E 7TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115951,10070759,9,78701,-,TRAVIS COUNTY
459279367: 2018551690,02/24/2018 12:00:00 AM,2015 E RIVERSIDE DR,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3119270,10060529,3,78741,-,TRAVIS COUNTY
459426114: 2018551485,02/24/2018 12:00:00 AM,314 E 6TH ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115291,10070580,9,78701,-,TRAVIS COUNTY
243204621: 2018551136,02/24/2018 12:00:00 AM,5355 N IH 35 SVRD NB,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3125141,10087431,4,78723,-,TRAVIS COUNTY
458907186: 2018550697,02/24/2018 12:00:00 AM,GYNERIUM DR / TOM KEMP LN,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3103880,10146451,6,78717,203.11,WILLIAMSON COUNTY
367067418: 2018540830,02/23/2018 12:00:00 AM,5400 ATASCOSA DR,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3115485,10043119,2,78744,-,TRAVIS COUNTY
327615107: 2018541532,02/23/2018 12:00:00 AM,11066 PECAN PARK BLVD,F,B,DEFENSIVE RESISTANCE,MINOR INJURY,3094085,10143865,6,78613,203.18,WILLIAMSON COUNTY
255070435: 2018540137,02/23/2018 12:00:00 AM,1840 BURTON DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3118629,10058878,3,78741,-,TRAVIS COUNTY
226558308: 20185007271,02/23/2018 12:00:00 AM,9024 NORTHGATE BLVD,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3121526,10108096,4,78758,18.2,TRAVIS COUNTY
459642545: 2018540002,02/23/2018 12:00:00 AM,3207 THOUSAND OAKS DR,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3094686,10069568,8,78746,-,TRAVIS COUNTY
459642830: 2018540858,02/23/2018 12:00:00 AM,2901 SWISHER ST,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3119523,10078187,9,78705,4.01,TRAVIS COUNTY
458896401: 2018540002,02/23/2018 12:00:00 AM,3207 THOUSAND OAKS DR,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3094686,10069568,8,78746,-,TRAVIS COUNTY
173934470: 2018540147,02/23/2018 12:00:00 AM,S CONGRESS AVE / E MILTON ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3112021,10063045,9,78704,-,TRAVIS COUNTY
459410873: 2018541807,02/23/2018 12:00:00 AM,7400 BURNET RD,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116099,10100470,7,78757,-,TRAVIS COUNTY
459033159: 2018530108,02/22/2018 12:00:00 AM,1621 W 5TH ST,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3107262,10072938,9,78703,-,TRAVIS COUNTY
309724707: 2018531357,02/22/2018 12:00:00 AM,1700 WILLOW CREEK DR,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3119640,10059606,3,78741,-,TRAVIS COUNTY
458930191: 2018531388,02/22/2018 12:00:00 AM,1150 AIRPORT BLVD,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3128275,10073155,1,78702,-,TRAVIS COUNTY
459470693: 2018531516,02/22/2018 12:00:00 AM,4511 AIRPORT BLVD,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3122632,10083957,9,78751,-,TRAVIS COUNTY
459420070: 2018521298,02/21/2018 12:00:00 AM,9414 N LAMAR BLVD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127650,10106327,4,78758,-,TRAVIS COUNTY
459641381: 2018510945,02/20/2018 12:00:00 AM,500 E 7TH ST,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3115951,10070759,9,78701,-,TRAVIS COUNTY
186859407: 2018511513,02/20/2018 12:00:00 AM,4300 S IH 35 SVRD SB,F,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3111203,10050729,3,78745,24.03,TRAVIS COUNTY
458777281: 2018510391,02/20/2018 12:00:00 AM,E 10TH ST / RED RIVER ST,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3116512,10071591,1,78701,-,TRAVIS COUNTY
459641648: 2018511307,02/20/2018 12:00:00 AM,10500 S IH 35 SVRD SB,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3099114,10026946,5,78748,-,TRAVIS COUNTY
129632140: 2018511279,02/20/2018 12:00:00 AM,8008 TEE DR,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3113407,10030715,2,78747,24.26,TRAVIS COUNTY
100074254: 2018501347,02/19/2018 12:00:00 AM,5618 MANOR RD,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3133247,10084440,1,78723,-,TRAVIS COUNTY
459640599: 2018500027,02/19/2018 12:00:00 AM,E 6TH ST / TRINITY ST,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3115415,10070416,9,78701,-,TRAVIS COUNTY
459640749: 2018501270,02/19/2018 12:00:00 AM,7400 S PLEASANT VALLEY RD,M,H,DEADLY RESISTANCE,DEATH,3111872,10035426,2,78744,24.3,TRAVIS COUNTY
356909362: 2018501367,02/19/2018 12:00:00 AM,717 E 7TH ST,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3116761,10070297,9,78701,-,TRAVIS COUNTY
459641103: 2018491589,02/19/2018 12:00:00 AM,14233 THE LAKES BLVD,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3137385,10129939,7,78660,18.4,TRAVIS COUNTY
209453520: 2018501347,02/19/2018 12:00:00 AM,5618 MANOR RD,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3133247,10084440,1,78723,-,TRAVIS COUNTY
309724226: 2018501146,02/19/2018 12:00:00 AM,E PARMER LN / DESSAU RD,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3143018,10114702,1,78754,-,TRAVIS COUNTY
207356486: 2018500274,02/19/2018 12:00:00 AM,500 E 7TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115951,10070759,9,78701,-,TRAVIS COUNTY
459641261: 2018490051,02/18/2018 12:00:00 AM,201 E 6TH ST,M,W,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114771,10070534,9,78701,-,TRAVIS COUNTY
459640527: 2018490051,02/18/2018 12:00:00 AM,201 E 6TH ST,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114771,10070534,9,78701,-,TRAVIS COUNTY
459641233: 2018490739,02/18/2018 12:00:00 AM,13535 LYNDHURST ST,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3099259,10146182,6,78717,203.11,WILLIAMSON COUNTY
459577038: 2018490890,02/18/2018 12:00:00 AM,4106 S 1ST ST,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3105971,10054970,3,78745,20.03,TRAVIS COUNTY
459641260: 2018490051,02/18/2018 12:00:00 AM,201 E 6TH ST,M,W,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114771,10070534,9,78701,-,TRAVIS COUNTY
459640512: 2018481268,02/17/2018 12:00:00 AM,700 W LONGSPUR BLVD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3128802,10107200,4,78753,-,TRAVIS COUNTY
459355964: 2018480157,02/17/2018 12:00:00 AM,400 BLOCK E 6TH ST,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,78701,-,TRAVIS COUNTY
459281777: 2018480141,02/17/2018 12:00:00 AM,8405 OLD BEE CAVES RD,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3068860,10063597,8,78735,-,TRAVIS COUNTY
153164414: 2018480824,02/17/2018 12:00:00 AM,4600 MONTEREY OAKS BLVD,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3084747,10056776,8,78749,17.49,TRAVIS COUNTY
50987827: 2018470398,02/16/2018 12:00:00 AM,1100 W RIVERSIDE DR,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3110664,10069124,9,78704,-,TRAVIS COUNTY
458851563: 2018471704,02/16/2018 12:00:00 AM,1100 RED RIVER ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116573,10071998,1,78701,-,TRAVIS COUNTY
33296209: 2018471588,02/16/2018 12:00:00 AM,4400 S 1ST ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3104994,10053369,3,78745,-,TRAVIS COUNTY
297048892: 2018471815,02/16/2018 12:00:00 AM,2208 BITTER CREEK DR,M,H,PASSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3109051,10040150,2,78744,24.27,TRAVIS COUNTY
269687087: 2018471704,02/16/2018 12:00:00 AM,1100 RED RIVER ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116573,10071998,1,78701,-,TRAVIS COUNTY
54985409: 2018470424,02/16/2018 12:00:00 AM,100 BLOCK E BEN WHITE BLVD SVRD WB,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3108401,10054202,3,78704,-,TRAVIS COUNTY
22547072: 2018461048,02/15/2018 12:00:00 AM,5700 GROVER AVE,F,W,DEFENSIVE RESISTANCE,MINOR INJURY,3117290,10093049,7,78756,-,TRAVIS COUNTY
459212666: 2018461370,02/15/2018 12:00:00 AM,2101 MONTOPOLIS DR,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3127011,10054893,3,78741,23.12,TRAVIS COUNTY
230229237: 2018460820,02/15/2018 12:00:00 AM,2401 DURWOOD ST,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3109717,10060818,3,78704,13.08,TRAVIS COUNTY
459144144: 2018460820,02/15/2018 12:00:00 AM,2401 DURWOOD ST,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3109717,10060818,3,78704,13.08,TRAVIS COUNTY
90442017: 2018460087,02/15/2018 12:00:00 AM,13681 N US 183 HWY SVRD NB,F,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3097557,10138884,6,78729,-,WILLIAMSON COUNTY
459273655: 2018451317,02/14/2018 12:00:00 AM,5621 MALARKEY RD,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3154171,10036243,2,78617,24.33,TRAVIS COUNTY
459639496: 2018451463,02/14/2018 12:00:00 AM,20 N IH 35 SVRD SB,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3116222,10065572,9,78701,-,TRAVIS COUNTY
295043783: 2018450721,02/14/2018 12:00:00 AM,6301 BERKMAN DR,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3130320,10088770,1,78723,-,TRAVIS COUNTY
459634200: 2018441290,02/13/2018 12:00:00 AM,2508 E RIVERSIDE DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3120958,10059176,3,78741,-,TRAVIS COUNTY
459638923: 2018440867,02/13/2018 12:00:00 AM,W 2ND ST / NUECES ST,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3112122,10069909,9,78701,-,TRAVIS COUNTY
29429661: 2018440027,02/13/2018 12:00:00 AM,4702 PONY CHASE,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3116638,10126838,6,78727,-,TRAVIS COUNTY
356656142: 2018441622,02/13/2018 12:00:00 AM,500 S CONGRESS AVE,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3112744,10066640,9,78704,-,TRAVIS COUNTY
133890707: 2018430584,02/12/2018 12:00:00 AM,1521 REAGAN HILL DR,F,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3130766,10092120,4,78752,18.11,TRAVIS COUNTY
459025910: 2018430600,02/12/2018 12:00:00 AM,13001 CENTER LAKE DR,F,W,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3136941,10122180,7,78753,-,TRAVIS COUNTY
459075878: 2018430792,02/12/2018 12:00:00 AM,1901 E BEN WHITE BLVD SVRD EB,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3113495,10051612,2,78744,-,TRAVIS COUNTY
459441389: 2018431238,02/12/2018 12:00:00 AM,10001 N CAPITAL OF TEXAS HWY NB,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114410,10115302,7,78759,-,TRAVIS COUNTY
458919445: 2018421340,02/11/2018 12:00:00 AM,710 E BEN WHITE BLVD SVRD WB,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3111061,10053193,3,78704,-,TRAVIS COUNTY
459637876: 2018420799,02/11/2018 12:00:00 AM,8010 N IH 35 SVRD SB,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127446,10098323,4,78753,-,TRAVIS COUNTY
459161496: 2018420945,02/11/2018 12:00:00 AM,1600 GROVE BLVD,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3125983,10057278,3,78741,-,TRAVIS COUNTY
459599262: 2018421104,02/11/2018 12:00:00 AM,212 E 6TH ST,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3114977,10070652,9,78701,-,TRAVIS COUNTY
373691051: 2018421349,02/11/2018 12:00:00 AM,500 N PLEASANT VALLEY RD,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3124441,10066965,3,78702,-,TRAVIS COUNTY
288883416: 2018420480,02/11/2018 12:00:00 AM,700 BLOCK E CESAR CHAVEZ ST,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3116117,10068383,9,78701,11,TRAVIS COUNTY
459637833: 2018420184,02/11/2018 12:00:00 AM,300 E 6TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115154,10070604,9,78701,-,TRAVIS COUNTY
459053545: 2018420184,02/11/2018 12:00:00 AM,300 E 6TH ST,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115154,10070604,9,78701,-,TRAVIS COUNTY
459175878: 2018420184,02/11/2018 12:00:00 AM,300 E 6TH ST,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115154,10070604,9,78701,-,TRAVIS COUNTY
208208747: 2018421009,02/11/2018 12:00:00 AM,5706 MANOR RD,M,B,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3133312,10084623,1,78723,-,TRAVIS COUNTY
458916642: 2018420205,02/11/2018 12:00:00 AM,601 E 50TH ST,M,W,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3121213,10086986,9,78751,3.04,TRAVIS COUNTY
322896726: 2018411240,02/10/2018 12:00:00 AM,8020 N LAMAR BLVD SB,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3123356,10100627,4,78758,18.05,TRAVIS COUNTY
203884550: 2018411423,02/10/2018 12:00:00 AM,1124 RUTLAND DR,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3125782,10107636,4,78758,-,TRAVIS COUNTY
459637761: 2018410256,02/10/2018 12:00:00 AM,200 LAVACA ST,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3113125,10069731,9,78701,-,TRAVIS COUNTY
459637766: 2018410256,02/10/2018 12:00:00 AM,200 LAVACA ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3113125,10069731,9,78701,-,TRAVIS COUNTY
459637827: 2018411601,02/10/2018 12:00:00 AM,613 W 6TH ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3112289,10071257,9,78701,-,TRAVIS COUNTY
119147544: 2018400334,02/09/2018 12:00:00 AM,700 BLOCK NECHES ST,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115885,10070835,9,78701,-,TRAVIS COUNTY
329502: 2018401225,02/09/2018 12:00:00 AM,2900 CENTURY PARK BLVD,F,W,DEFENSIVE RESISTANCE,MINOR INJURY,3127947,10131892,7,78727,18.47,TRAVIS COUNTY
167568694: 2018401737,02/09/2018 12:00:00 AM,2112 NEWTON ST,F,W,DEADLY RESISTANCE,MINOR INJURY,3110735,10061597,9,78704,13.05,TRAVIS COUNTY
169542081: 2018390060,02/08/2018 12:00:00 AM,12602 RHEA CT,F,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3117676,10129591,7,78727,18.28,TRAVIS COUNTY
459342814: 2018391220,02/08/2018 12:00:00 AM,1600 PAYTON GIN RD,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3122587,10105986,4,78758,-,TRAVIS COUNTY
236782108: 2018390829,02/08/2018 12:00:00 AM,2508 E RIVERSIDE DR,M,A,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3120958,10059176,3,78741,-,TRAVIS COUNTY
459180547: 2018390916,02/08/2018 12:00:00 AM,5621 N IH 35 SVRD NB,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3125467,10088596,4,78723,-,TRAVIS COUNTY
318019443: 2018380900,02/07/2018 12:00:00 AM,10900 RESEARCH BLVD SVRD SB,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3111930,10119239,10,78759,-,TRAVIS COUNTY
259719501: 2018371253,02/06/2018 12:00:00 AM,8800 N LAMAR BLVD,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3126682,10103295,4,78758,18.05,TRAVIS COUNTY
169940423: 2018370107,02/06/2018 12:00:00 AM,600 CONGRESS AVE,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3114211,10070908,9,78701,-,TRAVIS COUNTY
459166845: 2018370185,02/06/2018 12:00:00 AM,100 W 15TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115157,10074111,1,78701,7,TRAVIS COUNTY
459475290: 2018371388,02/06/2018 12:00:00 AM,3017 S IH 35 SVRD NB,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3114042,10055536,3,78741,-,TRAVIS COUNTY
315228770: 2018370125,02/06/2018 12:00:00 AM,2604 E 6TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3123729,10067536,3,78702,9.02,TRAVIS COUNTY
459201125: 2018371252,02/06/2018 12:00:00 AM,7309 CAMERON RD,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3130400,10093022,4,78752,-,TRAVIS COUNTY
459636178: 2018360774,02/05/2018 12:00:00 AM,8018 GEORGIAN DR,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3125846,10099348,4,78753,18.04,TRAVIS COUNTY
459636251: 2018361649,02/05/2018 12:00:00 AM,2207 WICKERSHAM LN,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3121645,10056710,3,78741,23.14,TRAVIS COUNTY
1151085: 2018350194,02/04/2018 12:00:00 AM,302 E 6TH ST,,,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115180,10070609,9,78701,-,TRAVIS COUNTY
1151092: 2018350194,02/04/2018 12:00:00 AM,302 E 6TH ST,,,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115180,10070609,9,78701,-,TRAVIS COUNTY
179700764: 2018351087,02/04/2018 12:00:00 AM,5706 MANOR RD,M,B,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3133312,10084623,1,78723,-,TRAVIS COUNTY
134086989: 2018350761,02/04/2018 12:00:00 AM,1201 BARBARA JORDAN BLVD,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3124601,10084923,9,78723,-,TRAVIS COUNTY
318023313: 2018350329,02/04/2018 12:00:00 AM,1500 N IH 35 NB,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3117889,10073463,1,78701,-,TRAVIS COUNTY
33100973: 2018341558,02/03/2018 12:00:00 AM,900 BLOCK E KOENIG LN EB,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3124282,10090321,4,78752,21.05,TRAVIS COUNTY
187111432: 2018340926,02/03/2018 12:00:00 AM,1849 RIVER CROSSING CIR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3124203,10057441,3,78741,23.18,TRAVIS COUNTY
309461320: 2018340997,02/03/2018 12:00:00 AM,500 E BEN WHITE BLVD SVRD WB,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3110370,10053580,3,78704,-,TRAVIS COUNTY
1151050: 2018340155,02/03/2018 12:00:00 AM,E 6TH ST / SAN JACINTO BLVD,,,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115084,10070527,9,78701,-,TRAVIS COUNTY
459501628: 2018340155,02/03/2018 12:00:00 AM,E 6TH ST / SAN JACINTO BLVD,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115084,10070527,9,78701,-,TRAVIS COUNTY
71435567: 2018340172,02/03/2018 12:00:00 AM,400 E 6TH ST,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115491,10070521,9,78701,-,TRAVIS COUNTY
459626678: 2018340627,02/03/2018 12:00:00 AM,9400 FM 2222 RD,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3087500,10113759,10,78750,17.16,TRAVIS COUNTY
9193993: 2018340671,02/03/2018 12:00:00 AM,8965 RESEARCH BLVD SVRD NB,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3119869,10108752,4,78758,-,TRAVIS COUNTY
1151053: 2018340155,02/03/2018 12:00:00 AM,E 6TH ST / SAN JACINTO BLVD,,,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115084,10070527,9,78701,-,TRAVIS COUNTY
1151058: 2018340155,02/03/2018 12:00:00 AM,E 6TH ST / SAN JACINTO BLVD,,,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115084,10070527,9,78701,-,TRAVIS COUNTY
1151052: 2018340155,02/03/2018 12:00:00 AM,E 6TH ST / SAN JACINTO BLVD,,,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115084,10070527,9,78701,-,TRAVIS COUNTY
1151056: 2018340155,02/03/2018 12:00:00 AM,E 6TH ST / SAN JACINTO BLVD,,,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115084,10070527,9,78701,-,TRAVIS COUNTY
459635411: 2018340119,02/03/2018 12:00:00 AM,215 E 6TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114912,10070475,9,78701,-,TRAVIS COUNTY
232653061: 2018331690,02/02/2018 12:00:00 AM,200 BLOCK E 6TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114822,10070669,9,78701,-,TRAVIS COUNTY
208210103: 2018320036,02/01/2018 12:00:00 AM,N IH 35 SVRD NB / E 12TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117726,10072216,1,78702,-,TRAVIS COUNTY
459635307: 2018321814,02/01/2018 12:00:00 AM,400 E 6TH ST,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115491,10070521,9,78701,-,TRAVIS COUNTY
459018938: 2018321038,02/01/2018 12:00:00 AM,700 BLOCK E POWELL LN,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127597,10099206,4,78753,18.06,TRAVIS COUNTY
459634496: 2018320150,02/01/2018 12:00:00 AM,101 COLORADO ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3113537,10069213,9,78701,-,TRAVIS COUNTY
31719915: 2018321424,02/01/2018 12:00:00 AM,9815 N LAMAR BLVD,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3128995,10107382,4,78753,-,TRAVIS COUNTY
